"Index","Date","Accidents"
"1150",2008-02-24,309
"1151",2008-02-25,545
"1152",2008-02-26,499
"1153",2008-02-27,467
"1154",2008-02-28,435
"1155",2008-02-29,584
"1156",2008-03-01,522
"1157",2008-03-02,366
"1158",2008-03-03,506
"1159",2008-03-04,530
"1160",2008-03-05,482
"1161",2008-03-06,385
"1162",2008-03-07,596
"1163",2008-03-08,427
"1164",2008-03-09,366
"1165",2008-03-10,473
"1166",2008-03-11,493
"1167",2008-03-12,433
"1168",2008-03-13,486
"1169",2008-03-14,529
"1170",2008-03-15,431
"1171",2008-03-16,327
"1172",2008-03-17,396
"1173",2008-03-18,423
"1174",2008-03-19,431
"1175",2008-03-20,525
"1176",2008-03-21,375
"1177",2008-03-22,410
"1178",2008-03-23,295
"1179",2008-03-24,288
"1180",2008-03-25,403
"1181",2008-03-26,442
"1182",2008-03-27,475
"1183",2008-03-28,489
"1184",2008-03-29,438
"1185",2008-03-30,327
"1186",2008-03-31,425
"1187",2008-04-01,485
"1188",2008-04-02,391
"1189",2008-04-03,419
"1190",2008-04-04,490
"1191",2008-04-05,409
"1192",2008-04-06,394
"1193",2008-04-07,464
"1194",2008-04-08,477
"1195",2008-04-09,455
"1196",2008-04-10,462
"1197",2008-04-11,548
"1198",2008-04-12,463
"1199",2008-04-13,330
"1200",2008-04-14,420
"1201",2008-04-15,505
"1202",2008-04-16,422
"1203",2008-04-17,457
"1204",2008-04-18,407
"1205",2008-04-19,380
"1206",2008-04-20,323
"1207",2008-04-21,419
"1208",2008-04-22,412
"1209",2008-04-23,544
"1210",2008-04-24,520
"1211",2008-04-25,471
"1212",2008-04-26,477
"1213",2008-04-27,333
"1214",2008-04-28,522
"1215",2008-04-29,509
"1216",2008-04-30,486
"1217",2008-05-01,480
"1218",2008-05-02,554
"1219",2008-05-03,423
"1220",2008-05-04,385
"1221",2008-05-05,388
"1222",2008-05-06,555
"1223",2008-05-07,531
"1224",2008-05-08,571
"1225",2008-05-09,547
"1226",2008-05-10,445
"1227",2008-05-11,449
"1228",2008-05-12,509
"1229",2008-05-13,511
"1230",2008-05-14,516
"1231",2008-05-15,477
"1232",2008-05-16,485
"1233",2008-05-17,447
"1234",2008-05-18,343
"1235",2008-05-19,454
"1236",2008-05-20,488
"1237",2008-05-21,431
"1238",2008-05-22,449
"1239",2008-05-23,505
"1240",2008-05-24,417
"1241",2008-05-25,388
"1242",2008-05-26,360
"1243",2008-05-27,402
"1244",2008-05-28,529
"1245",2008-05-29,447
"1246",2008-05-30,435
"1247",2008-05-31,415
"1248",2008-06-01,346
"1249",2008-06-02,458
"1250",2008-06-03,554
"1251",2008-06-04,535
"1252",2008-06-05,459
"1253",2008-06-06,522
"1254",2008-06-07,464
"1255",2008-06-08,423
"1256",2008-06-09,509
"1257",2008-06-10,537
"1258",2008-06-11,473
"1259",2008-06-12,490
"1260",2008-06-13,491
"1261",2008-06-14,429
"1262",2008-06-15,360
"1263",2008-06-16,471
"1264",2008-06-17,463
"1265",2008-06-18,510
"1266",2008-06-19,506
"1267",2008-06-20,531
"1268",2008-06-21,481
"1269",2008-06-22,398
"1270",2008-06-23,471
"1271",2008-06-24,465
"1272",2008-06-25,500
"1273",2008-06-26,577
"1274",2008-06-27,547
"1275",2008-06-28,393
"1276",2008-06-29,377
"1277",2008-06-30,465
"1278",2008-07-01,561
"1279",2008-07-02,511
"1280",2008-07-03,551
"1281",2008-07-04,597
"1282",2008-07-05,479
"1283",2008-07-06,418
"1284",2008-07-07,575
"1285",2008-07-08,472
"1286",2008-07-09,606
"1287",2008-07-10,497
"1288",2008-07-11,559
"1289",2008-07-12,389
"1290",2008-07-13,364
"1291",2008-07-14,406
"1292",2008-07-15,471
"1293",2008-07-16,453
"1294",2008-07-17,472
"1295",2008-07-18,465
"1296",2008-07-19,377
"1297",2008-07-20,371
"1298",2008-07-21,492
"1299",2008-07-22,410
"1300",2008-07-23,427
"1301",2008-07-24,464
"1302",2008-07-25,511
"1303",2008-07-26,468
"1304",2008-07-27,450
"1305",2008-07-28,445
"1306",2008-07-29,494
"1307",2008-07-30,440
"1308",2008-07-31,435
"1309",2008-08-01,505
"1310",2008-08-02,458
"1311",2008-08-03,397
"1312",2008-08-04,425
"1313",2008-08-05,527
"1314",2008-08-06,448
"1315",2008-08-07,470
"1316",2008-08-08,442
"1317",2008-08-09,500
"1318",2008-08-10,355
"1319",2008-08-11,374
"1320",2008-08-12,493
"1321",2008-08-13,424
"1322",2008-08-14,481
"1323",2008-08-15,484
"1324",2008-08-16,413
"1325",2008-08-17,378
"1326",2008-08-18,429
"1327",2008-08-19,459
"1328",2008-08-20,438
"1329",2008-08-21,451
"1330",2008-08-22,485
"1331",2008-08-23,408
"1332",2008-08-24,306
"1333",2008-08-25,327
"1334",2008-08-26,421
"1335",2008-08-27,397
"1336",2008-08-28,441
"1337",2008-08-29,411
"1338",2008-08-30,411
"1339",2008-08-31,408
"1340",2008-09-01,513
"1341",2008-09-02,483
"1342",2008-09-03,483
"1343",2008-09-04,511
"1344",2008-09-05,648
"1345",2008-09-06,457
"1346",2008-09-07,327
"1347",2008-09-08,376
"1348",2008-09-09,516
"1349",2008-09-10,487
"1350",2008-09-11,491
"1351",2008-09-12,577
"1352",2008-09-13,455
"1353",2008-09-14,381
"1354",2008-09-15,437
"1355",2008-09-16,487
"1356",2008-09-17,440
"1357",2008-09-18,506
"1358",2008-09-19,540
"1359",2008-09-20,524
"1360",2008-09-21,392
"1361",2008-09-22,461
"1362",2008-09-23,484
"1363",2008-09-24,492
"1364",2008-09-25,446
"1365",2008-09-26,577
"1366",2008-09-27,502
"1367",2008-09-28,359
"1368",2008-09-29,488
"1369",2008-09-30,592
"1370",2008-10-01,612
"1371",2008-10-02,564
"1372",2008-10-03,554
"1373",2008-10-04,470
"1374",2008-10-05,422
"1375",2008-10-06,481
"1376",2008-10-07,562
"1377",2008-10-08,625
"1378",2008-10-09,521
"1379",2008-10-10,614
"1380",2008-10-11,431
"1381",2008-10-12,419
"1382",2008-10-13,434
"1383",2008-10-14,505
"1384",2008-10-15,520
"1385",2008-10-16,525
"1386",2008-10-17,532
"1387",2008-10-18,414
"1388",2008-10-19,301
"1389",2008-10-20,543
"1390",2008-10-21,600
"1391",2008-10-22,546
"1392",2008-10-23,481
"1393",2008-10-24,607
"1394",2008-10-25,408
"1395",2008-10-26,391
"1396",2008-10-27,504
"1397",2008-10-28,483
"1398",2008-10-29,480
"1399",2008-10-30,502
"1400",2008-10-31,633
"1401",2008-11-01,510
"1402",2008-11-02,336
"1403",2008-11-03,509
"1404",2008-11-04,508
"1405",2008-11-05,523
"1406",2008-11-06,470
"1407",2008-11-07,593
"1408",2008-11-08,505
"1409",2008-11-09,369
"1410",2008-11-10,506
"1411",2008-11-11,549
"1412",2008-11-12,494
"1413",2008-11-13,563
"1414",2008-11-14,536
"1415",2008-11-15,434
"1416",2008-11-16,344
"1417",2008-11-17,558
"1418",2008-11-18,542
"1419",2008-11-19,506
"1420",2008-11-20,475
"1421",2008-11-21,492
"1422",2008-11-22,415
"1423",2008-11-23,389
"1424",2008-11-24,523
"1425",2008-11-25,614
"1426",2008-11-26,533
"1427",2008-11-27,541
"1428",2008-11-28,659
"1429",2008-11-29,426
"1430",2008-11-30,348
"1431",2008-12-01,533
"1432",2008-12-02,622
"1433",2008-12-03,594
"1434",2008-12-04,523
"1435",2008-12-05,633
"1436",2008-12-06,535
"1437",2008-12-07,466
"1438",2008-12-08,527
"1439",2008-12-09,583
"1440",2008-12-10,571
"1441",2008-12-11,608
"1442",2008-12-12,532
"1443",2008-12-13,459
"1444",2008-12-14,311
"1445",2008-12-15,522
"1446",2008-12-16,446
"1447",2008-12-17,612
"1448",2008-12-18,469
"1449",2008-12-19,602
"1450",2008-12-20,437
"1451",2008-12-21,275
"1452",2008-12-22,483
"1453",2008-12-23,387
"1454",2008-12-24,306
"1455",2008-12-25,118
"1456",2008-12-26,240
"1457",2008-12-27,299
"1458",2008-12-28,256
"1459",2008-12-29,265
"1460",2008-12-30,312
"1461",2008-12-31,268
"1462",2009-01-01,244
"1463",2009-01-02,298
"1464",2009-01-03,341
"1465",2009-01-04,292
"1466",2009-01-05,471
"1467",2009-01-06,545
"1468",2009-01-07,363
"1469",2009-01-08,426
"1470",2009-01-09,477
"1471",2009-01-10,332
"1472",2009-01-11,279
"1473",2009-01-12,477
"1474",2009-01-13,534
"1475",2009-01-14,603
"1476",2009-01-15,431
"1477",2009-01-16,479
"1478",2009-01-17,416
"1479",2009-01-18,327
"1480",2009-01-19,506
"1481",2009-01-20,514
"1482",2009-01-21,613
"1483",2009-01-22,444
"1484",2009-01-23,528
"1485",2009-01-24,518
"1486",2009-01-25,280
"1487",2009-01-26,416
"1488",2009-01-27,506
"1489",2009-01-28,498
"1490",2009-01-29,370
"1491",2009-01-30,477
"1492",2009-01-31,412
"1493",2009-02-01,320
"1494",2009-02-02,469
"1495",2009-02-03,314
"1496",2009-02-04,402
"1497",2009-02-05,311
"1498",2009-02-06,416
"1499",2009-02-07,375
"1500",2009-02-08,258
"1501",2009-02-09,487
"1502",2009-02-10,477
"1503",2009-02-11,685
"1504",2009-02-12,524
"1505",2009-02-13,451
"1506",2009-02-14,383
"1507",2009-02-15,258
"1508",2009-02-16,343
"1509",2009-02-17,403
"1510",2009-02-18,394
"1511",2009-02-19,394
"1512",2009-02-20,411
"1513",2009-02-21,422
"1514",2009-02-22,251
"1515",2009-02-23,361
"1516",2009-02-24,344
"1517",2009-02-25,346
"1518",2009-02-26,350
"1519",2009-02-27,475
"1520",2009-02-28,326
"1521",2009-03-01,311
"1522",2009-03-02,458
"1523",2009-03-03,480
"1524",2009-03-04,513
"1525",2009-03-05,438
"1526",2009-03-06,546
"1527",2009-03-07,391
"1528",2009-03-08,359
"1529",2009-03-09,396
"1530",2009-03-10,442
"1531",2009-03-11,439
"1532",2009-03-12,427
"1533",2009-03-13,456
"1534",2009-03-14,382
"1535",2009-03-15,319
"1536",2009-03-16,427
"1537",2009-03-17,407
"1538",2009-03-18,431
"1539",2009-03-19,493
"1540",2009-03-20,526
"1541",2009-03-21,431
"1542",2009-03-22,326
"1543",2009-03-23,418
"1544",2009-03-24,453
"1545",2009-03-25,439
"1546",2009-03-26,460
"1547",2009-03-27,494
"1548",2009-03-28,416
"1549",2009-03-29,340
"1550",2009-03-30,381
"1551",2009-03-31,403
"1552",2009-04-01,456
"1553",2009-04-02,434
"1554",2009-04-03,461
"1555",2009-04-04,398
"1556",2009-04-05,368
"1557",2009-04-06,405
"1558",2009-04-07,420
"1559",2009-04-08,500
"1560",2009-04-09,433
"1561",2009-04-10,385
"1562",2009-04-11,395
"1563",2009-04-12,288
"1564",2009-04-13,323
"1565",2009-04-14,348
"1566",2009-04-15,381
"1567",2009-04-16,399
"1568",2009-04-17,420
"1569",2009-04-18,425
"1570",2009-04-19,353
"1571",2009-04-20,492
"1572",2009-04-21,459
"1573",2009-04-22,488
"1574",2009-04-23,455
"1575",2009-04-24,497
"1576",2009-04-25,420
"1577",2009-04-26,367
"1578",2009-04-27,559
"1579",2009-04-28,427
"1580",2009-04-29,481
"1581",2009-04-30,478
"1582",2009-05-01,605
"1583",2009-05-02,415
"1584",2009-05-03,366
"1585",2009-05-04,305
"1586",2009-05-05,457
"1587",2009-05-06,399
"1588",2009-05-07,460
"1589",2009-05-08,558
"1590",2009-05-09,375
"1591",2009-05-10,374
"1592",2009-05-11,495
"1593",2009-05-12,456
"1594",2009-05-13,438
"1595",2009-05-14,394
"1596",2009-05-15,565
"1597",2009-05-16,392
"1598",2009-05-17,341
"1599",2009-05-18,441
"1600",2009-05-19,507
"1601",2009-05-20,449
"1602",2009-05-21,520
"1603",2009-05-22,557
"1604",2009-05-23,455
"1605",2009-05-24,412
"1606",2009-05-25,327
"1607",2009-05-26,469
"1608",2009-05-27,375
"1609",2009-05-28,425
"1610",2009-05-29,524
"1611",2009-05-30,509
"1612",2009-05-31,446
"1613",2009-06-01,551
"1614",2009-06-02,551
"1615",2009-06-03,398
"1616",2009-06-04,491
"1617",2009-06-05,498
"1618",2009-06-06,451
"1619",2009-06-07,328
"1620",2009-06-08,428
"1621",2009-06-09,429
"1622",2009-06-10,472
"1623",2009-06-11,510
"1624",2009-06-12,521
"1625",2009-06-13,439
"1626",2009-06-14,415
"1627",2009-06-15,474
"1628",2009-06-16,504
"1629",2009-06-17,522
"1630",2009-06-18,425
"1631",2009-06-19,539
"1632",2009-06-20,404
"1633",2009-06-21,372
"1634",2009-06-22,397
"1635",2009-06-23,505
"1636",2009-06-24,508
"1637",2009-06-25,454
"1638",2009-06-26,523
"1639",2009-06-27,435
"1640",2009-06-28,380
"1641",2009-06-29,460
"1642",2009-06-30,552
"1643",2009-07-01,513
"1644",2009-07-02,509
"1645",2009-07-03,594
"1646",2009-07-04,433
"1647",2009-07-05,378
"1648",2009-07-06,530
"1649",2009-07-07,514
"1650",2009-07-08,440
"1651",2009-07-09,435
"1652",2009-07-10,483
"1653",2009-07-11,443
"1654",2009-07-12,383
"1655",2009-07-13,509
"1656",2009-07-14,478
"1657",2009-07-15,476
"1658",2009-07-16,456
"1659",2009-07-17,617
"1660",2009-07-18,437
"1661",2009-07-19,337
"1662",2009-07-20,411
"1663",2009-07-21,506
"1664",2009-07-22,429
"1665",2009-07-23,445
"1666",2009-07-24,501
"1667",2009-07-25,432
"1668",2009-07-26,307
"1669",2009-07-27,439
"1670",2009-07-28,406
"1671",2009-07-29,486
"1672",2009-07-30,449
"1673",2009-07-31,524
"1674",2009-08-01,461
"1675",2009-08-02,385
"1676",2009-08-03,387
"1677",2009-08-04,414
"1678",2009-08-05,458
"1679",2009-08-06,448
"1680",2009-08-07,465
"1681",2009-08-08,485
"1682",2009-08-09,343
"1683",2009-08-10,458
"1684",2009-08-11,471
"1685",2009-08-12,434
"1686",2009-08-13,471
"1687",2009-08-14,428
"1688",2009-08-15,426
"1689",2009-08-16,379
"1690",2009-08-17,398
"1691",2009-08-18,454
"1692",2009-08-19,479
"1693",2009-08-20,451
"1694",2009-08-21,520
"1695",2009-08-22,438
"1696",2009-08-23,343
"1697",2009-08-24,389
"1698",2009-08-25,462
"1699",2009-08-26,496
"1700",2009-08-27,435
"1701",2009-08-28,576
"1702",2009-08-29,402
"1703",2009-08-30,334
"1704",2009-08-31,325
"1705",2009-09-01,524
"1706",2009-09-02,492
"1707",2009-09-03,451
"1708",2009-09-04,479
"1709",2009-09-05,427
"1710",2009-09-06,318
"1711",2009-09-07,421
"1712",2009-09-08,468
"1713",2009-09-09,514
"1714",2009-09-10,547
"1715",2009-09-11,518
"1716",2009-09-12,490
"1717",2009-09-13,338
"1718",2009-09-14,429
"1719",2009-09-15,487
"1720",2009-09-16,494
"1721",2009-09-17,451
"1722",2009-09-18,480
"1723",2009-09-19,442
"1724",2009-09-20,413
"1725",2009-09-21,422
"1726",2009-09-22,488
"1727",2009-09-23,427
"1728",2009-09-24,578
"1729",2009-09-25,523
"1730",2009-09-26,424
"1731",2009-09-27,379
"1732",2009-09-28,396
"1733",2009-09-29,496
"1734",2009-09-30,476
"1735",2009-10-01,490
"1736",2009-10-02,570
"1737",2009-10-03,425
"1738",2009-10-04,351
"1739",2009-10-05,542
"1740",2009-10-06,680
"1741",2009-10-07,543
"1742",2009-10-08,525
"1743",2009-10-09,589
"1744",2009-10-10,448
"1745",2009-10-11,347
"1746",2009-10-12,489
"1747",2009-10-13,467
"1748",2009-10-14,461
"1749",2009-10-15,509
"1750",2009-10-16,554
"1751",2009-10-17,406
"1752",2009-10-18,287
"1753",2009-10-19,424
"1754",2009-10-20,505
"1755",2009-10-21,584
"1756",2009-10-22,528
"1757",2009-10-23,543
"1758",2009-10-24,517
"1759",2009-10-25,342
"1760",2009-10-26,406
"1761",2009-10-27,423
"1762",2009-10-28,475
"1763",2009-10-29,409
"1764",2009-10-30,476
"1765",2009-10-31,519
"1766",2009-11-01,355
"1767",2009-11-02,487
"1768",2009-11-03,646
"1769",2009-11-04,582
"1770",2009-11-05,585
"1771",2009-11-06,621
"1772",2009-11-07,490
"1773",2009-11-08,321
"1774",2009-11-09,511
"1775",2009-11-10,597
"1776",2009-11-11,498
"1777",2009-11-12,659
"1778",2009-11-13,692
"1779",2009-11-14,439
"1780",2009-11-15,359
"1781",2009-11-16,544
"1782",2009-11-17,555
"1783",2009-11-18,482
"1784",2009-11-19,437
"1785",2009-11-20,597
"1786",2009-11-21,447
"1787",2009-11-22,382
"1788",2009-11-23,457
"1789",2009-11-24,531
"1790",2009-11-25,546
"1791",2009-11-26,519
"1792",2009-11-27,621
"1793",2009-11-28,507
"1794",2009-11-29,437
"1795",2009-11-30,569
"1796",2009-12-01,605
"1797",2009-12-02,587
"1798",2009-12-03,565
"1799",2009-12-04,667
"1800",2009-12-05,484
"1801",2009-12-06,353
"1802",2009-12-07,551
"1803",2009-12-08,614
"1804",2009-12-09,554
"1805",2009-12-10,614
"1806",2009-12-11,630
"1807",2009-12-12,465
"1808",2009-12-13,366
"1809",2009-12-14,548
"1810",2009-12-15,473
"1811",2009-12-16,540
"1812",2009-12-17,620
"1813",2009-12-18,509
"1814",2009-12-19,391
"1815",2009-12-20,358
"1816",2009-12-21,394
"1817",2009-12-22,355
"1818",2009-12-23,488
"1819",2009-12-24,262
"1820",2009-12-25,202
"1821",2009-12-26,224
"1822",2009-12-27,236
"1823",2009-12-28,269
"1824",2009-12-29,266
"1825",2009-12-30,252
"1826",2009-12-31,267
"1827",2010-01-01,282
"1828",2010-01-02,293
"1829",2010-01-03,273
"1830",2010-01-04,401
"1831",2010-01-05,379
"1832",2010-01-06,266
"1833",2010-01-07,284
"1834",2010-01-08,322
"1835",2010-01-09,250
"1836",2010-01-10,130
"1837",2010-01-11,278
"1838",2010-01-12,277
"1839",2010-01-13,398
"1840",2010-01-14,305
"1841",2010-01-15,364
"1842",2010-01-16,296
"1843",2010-01-17,315
"1844",2010-01-18,415
"1845",2010-01-19,377
"1846",2010-01-20,378
"1847",2010-01-21,418
"1848",2010-01-22,430
"1849",2010-01-23,305
"1850",2010-01-24,242
"1851",2010-01-25,346
"1852",2010-01-26,383
"1853",2010-01-27,409
"1854",2010-01-28,409
"1855",2010-01-29,522
"1856",2010-01-30,545
"1857",2010-01-31,345
"1858",2010-02-01,657
"1859",2010-02-02,449
"1860",2010-02-03,472
"1861",2010-02-04,388
"1862",2010-02-05,504
"1863",2010-02-06,356
"1864",2010-02-07,229
"1865",2010-02-08,379
"1866",2010-02-09,457
"1867",2010-02-10,574
"1868",2010-02-11,443
"1869",2010-02-12,437
"1870",2010-02-13,357
"1871",2010-02-14,298
"1872",2010-02-15,401
"1873",2010-02-16,422
"1874",2010-02-17,462
"1875",2010-02-18,396
"1876",2010-02-19,452
"1877",2010-02-20,448
"1878",2010-02-21,352
"1879",2010-02-22,431
"1880",2010-02-23,397
"1881",2010-02-24,436
"1882",2010-02-25,437
"1883",2010-02-26,471
"1884",2010-02-27,346
"1885",2010-02-28,273
"1886",2010-03-01,608
"1887",2010-03-02,568
"1888",2010-03-03,376
"1889",2010-03-04,463
"1890",2010-03-05,497
"1891",2010-03-06,409
"1892",2010-03-07,364
"1893",2010-03-08,507
"1894",2010-03-09,372
"1895",2010-03-10,439
"1896",2010-03-11,414
"1897",2010-03-12,504
"1898",2010-03-13,398
"1899",2010-03-14,318
"1900",2010-03-15,372
"1901",2010-03-16,406
"1902",2010-03-17,388
"1903",2010-03-18,428
"1904",2010-03-19,480
"1905",2010-03-20,395
"1906",2010-03-21,314
"1907",2010-03-22,395
"1908",2010-03-23,423
"1909",2010-03-24,416
"1910",2010-03-25,452
"1911",2010-03-26,506
"1912",2010-03-27,372
"1913",2010-03-28,315
"1914",2010-03-29,421
"1915",2010-03-30,441
"1916",2010-03-31,404
"1917",2010-04-01,510
"1918",2010-04-02,363
"1919",2010-04-03,340
"1920",2010-04-04,297
"1921",2010-04-05,252
"1922",2010-04-06,343
"1923",2010-04-07,378
"1924",2010-04-08,424
"1925",2010-04-09,463
"1926",2010-04-10,429
"1927",2010-04-11,333
"1928",2010-04-12,379
"1929",2010-04-13,451
"1930",2010-04-14,366
"1931",2010-04-15,401
"1932",2010-04-16,449
"1933",2010-04-17,435
"1934",2010-04-18,340
"1935",2010-04-19,369
"1936",2010-04-20,440
"1937",2010-04-21,456
"1938",2010-04-22,451
"1939",2010-04-23,529
"1940",2010-04-24,419
"1941",2010-04-25,305
"1942",2010-04-26,443
"1943",2010-04-27,482
"1944",2010-04-28,427
"1945",2010-04-29,444
"1946",2010-04-30,530
"1947",2010-05-01,378
"1948",2010-05-02,264
"1949",2010-05-03,297
"1950",2010-05-04,464
"1951",2010-05-05,384
"1952",2010-05-06,397
"1953",2010-05-07,472
"1954",2010-05-08,402
"1955",2010-05-09,285
"1956",2010-05-10,434
"1957",2010-05-11,431
"1958",2010-05-12,451
"1959",2010-05-13,430
"1960",2010-05-14,509
"1961",2010-05-15,442
"1962",2010-05-16,324
"1963",2010-05-17,424
"1964",2010-05-18,467
"1965",2010-05-19,388
"1966",2010-05-20,432
"1967",2010-05-21,524
"1968",2010-05-22,508
"1969",2010-05-23,471
"1970",2010-05-24,517
"1971",2010-05-25,462
"1972",2010-05-26,441
"1973",2010-05-27,504
"1974",2010-05-28,559
"1975",2010-05-29,511
"1976",2010-05-30,357
"1977",2010-05-31,291
"1978",2010-06-01,476
"1979",2010-06-02,477
"1980",2010-06-03,500
"1981",2010-06-04,465
"1982",2010-06-05,439
"1983",2010-06-06,317
"1984",2010-06-07,433
"1985",2010-06-08,494
"1986",2010-06-09,456
"1987",2010-06-10,373
"1988",2010-06-11,477
"1989",2010-06-12,399
"1990",2010-06-13,329
"1991",2010-06-14,417
"1992",2010-06-15,493
"1993",2010-06-16,506
"1994",2010-06-17,477
"1995",2010-06-18,499
"1996",2010-06-19,361
"1997",2010-06-20,365
"1998",2010-06-21,476
"1999",2010-06-22,549
"2000",2010-06-23,533
"2001",2010-06-24,483
"2002",2010-06-25,527
"2003",2010-06-26,476
"2004",2010-06-27,384
"2005",2010-06-28,516
"2006",2010-06-29,496
"2007",2010-06-30,451
"2008",2010-07-01,479
"2009",2010-07-02,534
"2010",2010-07-03,421
"2011",2010-07-04,364
"2012",2010-07-05,463
"2013",2010-07-06,428
"2014",2010-07-07,414
"2015",2010-07-08,469
"2016",2010-07-09,521
"2017",2010-07-10,438
"2018",2010-07-11,358
"2019",2010-07-12,478
"2020",2010-07-13,488
"2021",2010-07-14,493
"2022",2010-07-15,469
"2023",2010-07-16,485
"2024",2010-07-17,367
"2025",2010-07-18,303
"2026",2010-07-19,452
"2027",2010-07-20,420
"2028",2010-07-21,514
"2029",2010-07-22,433
"2030",2010-07-23,475
"2031",2010-07-24,372
"2032",2010-07-25,294
"2033",2010-07-26,425
"2034",2010-07-27,384
"2035",2010-07-28,456
"2036",2010-07-29,434
"2037",2010-07-30,474
"2038",2010-07-31,422
"2039",2010-08-01,338
"2040",2010-08-02,335
"2041",2010-08-03,408
"2042",2010-08-04,459
"2043",2010-08-05,395
"2044",2010-08-06,443
"2045",2010-08-07,415
"2046",2010-08-08,316
"2047",2010-08-09,421
"2048",2010-08-10,493
"2049",2010-08-11,389
"2050",2010-08-12,435
"2051",2010-08-13,523
"2052",2010-08-14,402
"2053",2010-08-15,353
"2054",2010-08-16,433
"2055",2010-08-17,430
"2056",2010-08-18,414
"2057",2010-08-19,475
"2058",2010-08-20,461
"2059",2010-08-21,398
"2060",2010-08-22,376
"2061",2010-08-23,458
"2062",2010-08-24,436
"2063",2010-08-25,467
"2064",2010-08-26,500
"2065",2010-08-27,436
"2066",2010-08-28,424
"2067",2010-08-29,361
"2068",2010-08-30,367
"2069",2010-08-31,466
"2070",2010-09-01,486
"2071",2010-09-02,469
"2072",2010-09-03,513
"2073",2010-09-04,405
"2074",2010-09-05,339
"2075",2010-09-06,454
"2076",2010-09-07,505
"2077",2010-09-08,446
"2078",2010-09-09,493
"2079",2010-09-10,514
"2080",2010-09-11,465
"2081",2010-09-12,373
"2082",2010-09-13,422
"2083",2010-09-14,499
"2084",2010-09-15,459
"2085",2010-09-16,463
"2086",2010-09-17,522
"2087",2010-09-18,445
"2088",2010-09-19,346
"2089",2010-09-20,509
"2090",2010-09-21,456
"2091",2010-09-22,519
"2092",2010-09-23,541
"2093",2010-09-24,479
"2094",2010-09-25,436
"2095",2010-09-26,342
"2096",2010-09-27,467
"2097",2010-09-28,424
"2098",2010-09-29,597
"2099",2010-09-30,516
"2100",2010-10-01,699
"2101",2010-10-02,495
"2102",2010-10-03,373
"2103",2010-10-04,526
"2104",2010-10-05,433
"2105",2010-10-06,506
"2106",2010-10-07,487
"2107",2010-10-08,505
"2108",2010-10-09,375
"2109",2010-10-10,383
"2110",2010-10-11,499
"2111",2010-10-12,510
"2112",2010-10-13,425
"2113",2010-10-14,423
"2114",2010-10-15,501
"2115",2010-10-16,441
"2116",2010-10-17,355
"2117",2010-10-18,437
"2118",2010-10-19,551
"2119",2010-10-20,546
"2120",2010-10-21,483
"2121",2010-10-22,506
"2122",2010-10-23,462
"2123",2010-10-24,336
"2124",2010-10-25,488
"2125",2010-10-26,500
"2126",2010-10-27,467
"2127",2010-10-28,401
"2128",2010-10-29,458
"2129",2010-10-30,492
"2130",2010-10-31,366
"2131",2010-11-01,475
"2132",2010-11-02,495
"2133",2010-11-03,547
"2134",2010-11-04,522
"2135",2010-11-05,644
"2136",2010-11-06,427
"2137",2010-11-07,344
"2138",2010-11-08,563
"2139",2010-11-09,532
"2140",2010-11-10,556
"2141",2010-11-11,506
"2142",2010-11-12,585
"2143",2010-11-13,413
"2144",2010-11-14,341
"2145",2010-11-15,622
"2146",2010-11-16,569
"2147",2010-11-17,479
"2148",2010-11-18,570
"2149",2010-11-19,625
"2150",2010-11-20,407
"2151",2010-11-21,284
"2152",2010-11-22,462
"2153",2010-11-23,500
"2154",2010-11-24,497
"2155",2010-11-25,470
"2156",2010-11-26,571
"2157",2010-11-27,443
"2158",2010-11-28,291
"2159",2010-11-29,395
"2160",2010-11-30,409
"2161",2010-12-01,262
"2162",2010-12-02,254
"2163",2010-12-03,306
"2164",2010-12-04,275
"2165",2010-12-05,339
"2166",2010-12-06,437
"2167",2010-12-07,378
"2168",2010-12-08,418
"2169",2010-12-09,461
"2170",2010-12-10,429
"2171",2010-12-11,407
"2172",2010-12-12,336
"2173",2010-12-13,487
"2174",2010-12-14,463
"2175",2010-12-15,465
"2176",2010-12-16,472
"2177",2010-12-17,562
"2178",2010-12-18,296
"2179",2010-12-19,231
"2180",2010-12-20,316
"2181",2010-12-21,270
"2182",2010-12-22,377
"2183",2010-12-23,341
"2184",2010-12-24,362
"2185",2010-12-25,168
"2186",2010-12-26,213
"2187",2010-12-27,202
"2188",2010-12-28,199
"2189",2010-12-29,228
"2190",2010-12-30,186
"2191",2010-12-31,205
"2192",2011-01-01,204
"2193",2011-01-02,146
"2194",2011-01-03,186
"2195",2011-01-04,367
"2196",2011-01-05,355
"2197",2011-01-06,401
"2198",2011-01-07,451
"2199",2011-01-08,329
"2200",2011-01-09,565
"2201",2011-01-10,450
"2202",2011-01-11,404
"2203",2011-01-12,476
"2204",2011-01-13,398
"2205",2011-01-14,417
"2206",2011-01-15,281
"2207",2011-01-16,263
"2208",2011-01-17,430
"2209",2011-01-18,519
"2210",2011-01-19,559
"2211",2011-01-20,515
"2212",2011-01-21,475
"2213",2011-01-22,311
"2214",2011-01-23,201
"2215",2011-01-24,385
"2216",2011-01-25,445
"2217",2011-01-26,392
"2218",2011-01-27,349
"2219",2011-01-28,469
"2220",2011-01-29,319
"2221",2011-01-30,255
"2222",2011-01-31,444
"2223",2011-02-01,487
"2224",2011-02-02,454
