ID,Name,Sex,Age,Height,Weight,Team,Year,Season,Sport,Medal
10012,Jnos Benedek,M,27,159,60,Hungary,1972,Summer,Weightlifting,Bronze
10013,Tibor Benedek,M,28,190,96,Hungary,2000,Summer,Water Polo,Gold
10013,Tibor Benedek,M,32,190,96,Hungary,2004,Summer,Water Polo,Gold
10013,Tibor Benedek,M,36,190,96,Hungary,2008,Summer,Water Polo,Gold
10033,Andrea Benelli,M,36,173,80,Italy,1996,Summer,Shooting,Bronze
10033,Andrea Benelli,M,44,173,80,Italy,2004,Summer,Shooting,Gold
10037,Ladislav Bene,M,29,181,81,Czechoslovakia,1972,Summer,Handball,Silver
10048,Meaghan Benfeito,F,23,155,48,Canada,2012,Summer,Diving,Bronze
10048,Meaghan Benfeito,F,27,155,48,Canada,2016,Summer,Diving,Bronze
10048,Meaghan Benfeito,F,27,155,48,Canada,2016,Summer,Diving,Bronze
10062,Birgitta Kristina Bengtsson,F,23,170,61,Sweden,1988,Summer,Sailing,Silver
10084,Per-Inge Bengtsson,M,22,184,78,Sweden,1984,Summer,Canoeing,Silver
10084,Per-Inge Bengtsson,M,22,184,78,Sweden,1984,Summer,Canoeing,Silver
10085,Rolf-Gran Bengtsson,M,42,171,67,Sweden,2004,Summer,Equestrianism,Silver
10085,Rolf-Gran Bengtsson,M,46,171,67,Sweden,2008,Summer,Equestrianism,Silver
10098,Hasna Benhassi,F,26,166,47,Morocco,2004,Summer,Athletics,Silver
10098,Hasna Benhassi,F,30,166,47,Morocco,2008,Summer,Athletics,Bronze
10104,Jan Janusz Benigier,M,26,174,70,Poland,1976,Summer,Football,Silver
10105,Amar Benikhlef,M,26,186,90,Algeria,2008,Summer,Judo,Silver
10121,Pedro Juan Bentez Domnguez,M,23,190,80,Paraguay,2004,Summer,Football,Silver
10128,"Stephen DeLancey ""Steve"" Benjamin",M,28,175,59,United States,1984,Summer,Sailing,Silver
10136,Lindsay Dianne Benko (-Mintenko),F,23,185,74,United States,2000,Summer,Swimming,Gold
10136,Lindsay Dianne Benko (-Mintenko),F,27,185,74,United States,2004,Summer,Swimming,Silver
10136,Lindsay Dianne Benko (-Mintenko),F,27,185,74,United States,2004,Summer,Swimming,Gold
10140,"Brittany ""Britt"" Benn",F,27,165,68,Canada,2016,Summer,Rugby Sevens,Bronze
10142,"James Randolph ""Jamie"" Benn",M,24,189,94,Canada,2014,Winter,Ice Hockey,Gold
10148,Edwin Johannes Benne,M,27,208,104,Netherlands,1992,Summer,Volleyball,Silver
10149,"Huelet Leo ""Joe"" Benner",M,34,178,100,United States,1952,Summer,Shooting,Gold
10151,Julien Benneteau,M,30,185,79,France-2,2012,Summer,Tennis,Bronze
10156,Basil Robert Bennett,M,25,183,77,United States,1920,Summer,Athletics,Bronze
10157,"Robert Earl ""Bob"" Bennett",M,17,183,78,United States,1960,Summer,Swimming,Bronze
10157,"Robert Earl ""Bob"" Bennett",M,17,183,78,United States,1960,Summer,Swimming,Gold
10157,"Robert Earl ""Bob"" Bennett",M,21,183,78,United States,1964,Summer,Swimming,Bronze
10157,"Robert Earl ""Bob"" Bennett",M,21,183,78,United States,1964,Summer,Swimming,Gold
10158,"Robert Howard ""Bob"" Bennett",M,28,188,98,United States,1948,Summer,Athletics,Bronze
10160,Brooke Marie Bennett (-Frioud),F,16,165,57,United States,1996,Summer,Swimming,Gold
10160,Brooke Marie Bennett (-Frioud),F,20,165,57,United States,2000,Summer,Swimming,Gold
10160,Brooke Marie Bennett (-Frioud),F,20,165,57,United States,2000,Summer,Swimming,Gold
10171,John Dale Bennett,M,26,172,68,United States,1956,Summer,Athletics,Silver
10173,Karen Bennett,F,27,179,75,Great Britain,2016,Summer,Rowing,Silver
10177,Mark Stewart Bennett,M,23,183,89,Great Britain,2016,Summer,Rugby Sevens,Silver
10178,Mervyn Bennett,M,31,179,70,Australia,1976,Summer,Equestrianism,Bronze
10180,"Michael John ""Mick"" Bennett",M,23,183,71,Great Britain,1972,Summer,Cycling,Bronze
10180,"Michael John ""Mick"" Bennett",M,27,183,71,Great Britain,1976,Summer,Cycling,Bronze
10181,Paul Bennett,M,27,207,100,Great Britain,2016,Summer,Rowing,Gold
10188,Todd Anthony Bennett,M,22,170,64,Great Britain,1984,Summer,Athletics,Silver
10191,Andrew David Bennie,M,32,180,68,New Zealand,1988,Summer,Equestrianism,Bronze
10194,Carina Marguerite Benninga,F,21,164,64,Netherlands,1984,Summer,Hockey,Gold
10194,Carina Marguerite Benninga,F,26,164,64,Netherlands,1988,Summer,Hockey,Bronze
10195,Marc Alexander Benninga,M,27,170,66,Netherlands,1988,Summer,Hockey,Bronze
10198,Joan Benoit (-Samuelson),F,27,157,46,United States,1984,Summer,Athletics,Gold
10199,"Maurice ""Moe"" Benoit",M,26,180,81,Canada,1960,Winter,Ice Hockey,Silver
10216,"Robert John ""Bobby"" Benson",M,25,167,61,Canada,1920,Summer,Ice Hockey,Gold
10222,"Kristin James ""Kris"" Benson",M,21,193,85,United States,1996,Summer,Baseball,Bronze
10230,Neisser Santiago Bent Vzquez,M,19,170,67,Cuba,1996,Summer,Swimming,Bronze
10237,Uwe Benter,M,16,150,50,West Germany,1972,Summer,Rowing,Gold
10256,"William Bruce ""Bill"" Bentsen",M,34,180,75,Widgeon,1964,Summer,Sailing,Bronze
10256,"William Bruce ""Bill"" Bentsen",M,42,180,75,United States,1972,Summer,Sailing,Gold
10257,"Joseph ""Gunnar"" Bentz",M,20,196,84,United States,2016,Summer,Swimming,Gold
10259,Matej Beu,M,28,196,83,Slovakia,2016,Summer,Canoeing,Silver
10262,"Giovanni ""Nino"" Benvenuti",M,22,178,67,Italy,1960,Summer,Boxing,Gold
10270,Laura Benz,F,21,172,63,Switzerland,2014,Winter,Ice Hockey,Bronze
10271,Sara Benz,F,21,163,55,Switzerland,2014,Winter,Ice Hockey,Bronze
10272,"Josef ""Sepp"" Benz",M,31,180,81,Switzerland-1,1976,Winter,Bobsleigh,Bronze
10272,"Josef ""Sepp"" Benz",M,31,180,81,Switzerland-2,1976,Winter,Bobsleigh,Silver
10272,"Josef ""Sepp"" Benz",M,35,180,81,Switzerland-2,1980,Winter,Bobsleigh,Gold
10272,"Josef ""Sepp"" Benz",M,35,180,81,Switzerland-1,1980,Winter,Bobsleigh,Silver
10280,Josef Bernek,M,28,188,86,Czech Republic,1998,Winter,Ice Hockey,Gold
10296,Dumitru Marian Berbece,M,23,185,79,Romania,1984,Summer,Handball,Bronze
10298,Lalka Stoyanova Berberova,F,23,182,73,Bulgaria,1988,Summer,Rowing,Silver
10303,Gheorghe Berceanu,M,22,150,51,Romania,1972,Summer,Wrestling,Gold
10303,Gheorghe Berceanu,M,26,150,51,Romania,1976,Summer,Wrestling,Silver
10329,Adem Bereket,M,27,175,76,Turkey,2000,Summer,Wrestling,Bronze
10333,Viktor Fedorovych Berendiuha,M,26,186,96,Soviet Union,1988,Summer,Water Polo,Bronze
10337,"Richard ""Ricky"" Berens",M,20,188,93,United States,2008,Summer,Swimming,Gold
10337,"Richard ""Ricky"" Berens",M,24,188,93,United States,2012,Summer,Swimming,Silver
10337,"Richard ""Ricky"" Berens",M,24,188,93,United States,2012,Summer,Swimming,Gold
10341,Mdlina Bere,F,23,186,75,Romania,2016,Summer,Rowing,Bronze
10343,Zoltn Bres,M,24,185,83,Hungary,1992,Summer,Boxing,Bronze
10349,Oleksandr Mykolaiovych Beresh,M,22,171,64,Ukraine,2000,Summer,Gymnastics,Bronze
10349,Oleksandr Mykolaiovych Beresh,M,22,171,64,Ukraine,2000,Summer,Gymnastics,Silver
10352,Dmitry Vladimirovich Berestov,M,24,180,105,Russia,2004,Summer,Weightlifting,Gold
10357,Yury Viktorovich Berezhko,M,24,198,97,Russia,2008,Summer,Volleyball,Bronze
10357,Yury Viktorovich Berezhko,M,28,198,97,Russia,2012,Summer,Volleyball,Gold
10360,Liubov Ivanivna Berezhna-Odynokova,F,20,167,61,Soviet Union,1976,Summer,Handball,Gold
10360,Liubov Ivanivna Berezhna-Odynokova,F,24,167,61,Soviet Union,1980,Summer,Handball,Gold
10361,Yelena Viktorovna Berezhnaya,F,20,154,42,Russia-2,1998,Winter,Figure Skating,Silver
10361,Yelena Viktorovna Berezhnaya,F,24,154,42,Russia-1,2002,Winter,Figure Skating,Gold
10373,"Aki-Petteri Arvid ""Aki"" Berg",M,20,191,94,Finland,1998,Winter,Ice Hockey,Bronze
10373,"Aki-Petteri Arvid ""Aki"" Berg",M,28,191,94,Finland,2006,Winter,Ice Hockey,Silver
10381,Eero Edvin Berg,M,26,167,58,Finland,1924,Summer,Athletics,Bronze
10381,Eero Edvin Berg,M,26,167,58,Finland,1924,Summer,Athletics,Gold
10389,Laura Kay Berg,F,21,168,61,United States,1996,Summer,Softball,Gold
10389,Laura Kay Berg,F,25,168,61,United States,2000,Summer,Softball,Gold
10389,Laura Kay Berg,F,29,168,61,United States,2004,Summer,Softball,Gold
10389,Laura Kay Berg,F,33,168,61,United States,2008,Summer,Softball,Silver
10390,Lindsey Napela Berg,F,28,173,77,United States,2008,Summer,Volleyball,Silver
10390,Lindsey Napela Berg,F,32,173,77,United States,2012,Summer,Volleyball,Silver
10425,Stig Andr Berge,M,33,167,60,Norway,2016,Summer,Wrestling,Bronze
10430,"Gabriel ""Gabe"" Bergen",M,30,187,92,Canada,2012,Summer,Rowing,Silver
10431,Larisa Abramovna Bergen (Goncharova-),F,26,171,67,Soviet Union,1976,Summer,Volleyball,Silver
10448,"Isaac ""Ike"" Berger",M,20,157,59.5,United States,1956,Summer,Weightlifting,Gold
10448,"Isaac ""Ike"" Berger",M,23,157,59.5,United States,1960,Summer,Weightlifting,Silver
10448,"Isaac ""Ike"" Berger",M,27,157,59.5,United States,1964,Summer,Weightlifting,Silver
10450,Jan Berger,M,24,178,73,Czechoslovakia,1980,Summer,Football,Gold
10455,Lars Berger,M,30,189,76,Norway,2010,Winter,Cross Country Skiing,Silver
10457,"Marcus ""Mark"" Berger",M,30,185,116,Canada,1984,Summer,Judo,Bronze
10461,Peter Berger,M,22,196,104,West Germany,1972,Summer,Rowing,Gold
10464,"Samuel ""Sam"" Berger",M,19,188,82,United States,1904,Summer,Boxing,Gold
10467,Tora Berger (-Tveldal),F,28,166,56,Norway,2010,Winter,Biathlon,Gold
10467,Tora Berger (-Tveldal),F,32,166,56,Norway,2014,Winter,Biathlon,Gold
10467,Tora Berger (-Tveldal),F,32,166,56,Norway,2014,Winter,Biathlon,Silver
10467,Tora Berger (-Tveldal),F,32,166,56,Norway,2014,Winter,Biathlon,Bronze
10468,Tore Berger,M,23,186,76,Norway,1968,Summer,Canoeing,Gold
10468,Tore Berger,M,27,186,76,Norway,1972,Summer,Canoeing,Bronze
10472,Patrice Bergeron-Cleary,M,24,188,88,Canada,2010,Winter,Ice Hockey,Gold
10472,Patrice Bergeron-Cleary,M,28,188,88,Canada,2014,Winter,Ice Hockey,Gold
10480,James Hunter Bergeson,M,27,183,86,United States,1988,Summer,Water Polo,Silver
10482,Emelie Anna Berggren,F,19,170,66,Sweden,2002,Winter,Ice Hockey,Bronze
10497,Bo Abel Berglund,M,24,177,80,Sweden,1980,Winter,Ice Hockey,Bronze
10497,Bo Abel Berglund,M,32,177,80,Sweden,1988,Winter,Ice Hockey,Bronze
10499,Ralph Douglas Charles Berglund,M,29,177,78,Sweden,1994,Winter,Ice Hockey,Gold
10502,Emma Sofia Berglund,F,27,171,64,Sweden,2016,Summer,Football,Silver
10507,Anders Patrik Berglund,M,25,192,99,Sweden,2014,Winter,Ice Hockey,Silver
10537,Arne Bergodd,M,27,190,84,Norway,1976,Summer,Rowing,Silver
10539,Eric Bergoust,M,28,183,77,United States,1998,Winter,Freestyle Skiing,Gold
10543,Pr Jonas Bergqvist,M,25,183,83,Sweden,1988,Winter,Ice Hockey,Bronze
10543,Pr Jonas Bergqvist,M,31,183,83,Sweden,1994,Winter,Ice Hockey,Gold
10544,Kajsa Margareta Bergqvist (-Herngren-),F,23,175,59,Sweden,2000,Summer,Athletics,Bronze
10555,Jacob Jorrit Bergsma,M,28,188,73,Netherlands,2014,Winter,Speed Skating,Bronze
10555,Jacob Jorrit Bergsma,M,28,188,73,Netherlands,2014,Winter,Speed Skating,Gold
10557,Margit Anna Kristina Bergstrand,F,38,162,63,Sweden,2002,Winter,Ice Hockey,Bronze
10578,Bjrn Bergvall,M,21,182,75,Sirene,1960,Summer,Sailing,Gold
10589,Miroslav Beri,M,23,198,92,Serbia and Montenegro,1996,Summer,Basketball,Silver
10591,Denys Yuriyovych Berinchyk,M,24,170,64,Ukraine,2012,Summer,Boxing,Silver
10592,Glenn Stuart Beringen,M,19,185,72,Australia,1984,Summer,Swimming,Silver
10612,Lobke Berkhout,F,27,183,70,Netherlands,2008,Summer,Sailing,Silver
10612,Lobke Berkhout,F,31,183,70,Netherlands,2012,Summer,Sailing,Bronze
10614,Krisztin Berki,M,27,178,70,Hungary,2012,Summer,Gymnastics,Gold
10618,"David Charles ""Dave"" Berkoff",M,21,175,70,United States,1988,Summer,Swimming,Silver
10618,"David Charles ""Dave"" Berkoff",M,21,175,70,United States,1988,Summer,Swimming,Gold
10618,"David Charles ""Dave"" Berkoff",M,25,175,70,United States,1992,Summer,Swimming,Bronze
10618,"David Charles ""Dave"" Berkoff",M,25,175,70,United States,1992,Summer,Swimming,Gold
10624,Aleksandr Nikolayevich Berkutov,M,23,180,80,Soviet Union,1956,Summer,Rowing,Gold
10624,Aleksandr Nikolayevich Berkutov,M,27,180,80,Soviet Union,1960,Summer,Rowing,Silver
10625,"Robert Lee ""Bob"" Berland",M,22,188,95,United States,1984,Summer,Judo,Silver
10641,Yanet Bermoy Acosta,F,21,154,48,Cuba,2008,Summer,Judo,Silver
10641,Yanet Bermoy Acosta,F,25,154,48,Cuba,2012,Summer,Judo,Silver
10654,Tell Schirnding Berna,M,20,188,70,United States,1912,Summer,Athletics,Gold
10672,Bernard Rajzman,M,27,187,89,Brazil,1984,Summer,Volleyball,Silver
10674,Alain Andr Louis Edmond Bernard,M,25,196,90,France,2008,Summer,Swimming,Bronze
10674,Alain Andr Louis Edmond Bernard,M,25,196,90,France,2008,Summer,Swimming,Gold
10674,Alain Andr Louis Edmond Bernard,M,25,196,90,France,2008,Summer,Swimming,Silver
10674,Alain Andr Louis Edmond Bernard,M,29,196,90,France,2012,Summer,Swimming,Gold
10680,Cheryl Bernard (Kullman-),F,43,163,55,Canada,2010,Winter,Curling,Silver
10689,Kent Bede Bernard,M,22,185,77,Trinidad and Tobago,1964,Summer,Athletics,Bronze
10709,Lorenzo Bernardi,M,27,199,94,Italy,1996,Summer,Volleyball,Silver
10711,"Bernardo ""Bernardinho"" Rocha de Rezende",M,25,185,80,Brazil,1984,Summer,Volleyball,Silver
10724,Miosz Bernatajtys,M,26,183,72,Poland,2008,Summer,Rowing,Silver
10729,Ignaz Berndaner,M,21,174,73,West Germany,1976,Winter,Ice Hockey,Bronze
10751,Sylvie Bernier,F,20,157,53,Canada,1984,Summer,Diving,Gold
10761,Franz Bernreiter,M,25,172,70,West Germany,1980,Winter,Biathlon,Bronze
10766,Hedda Helene Berntsen,F,33,167,62,Norway,2010,Winter,Freestyle Skiing,Silver
10769,Ole Valdemar Henrik Berntsen,M,33,180,77,Snap,1948,Summer,Sailing,Bronze
10769,Ole Valdemar Henrik Berntsen,M,41,180,77,Tip,1956,Summer,Sailing,Silver
10769,Ole Valdemar Henrik Berntsen,M,49,180,77,White Lady,1964,Summer,Sailing,Gold
10771,William Eldred Berntsen,M,36,170,70,Snap,1948,Summer,Sailing,Bronze
10771,William Eldred Berntsen,M,48,170,70,Web II,1960,Summer,Sailing,Silver
10774,Gilles Berolatti,M,24,176,68,France,1968,Summer,Fencing,Gold
10774,Gilles Berolatti,M,28,176,68,France,1972,Summer,Fencing,Bronze
10784,Cdric Berrest,M,23,191,94,France,2008,Summer,Rowing,Bronze
10798,Livio Berruti,M,21,180,66,Italy,1960,Summer,Athletics,Gold
10804,Kevin John Berry,M,15,172,71,Australia,1960,Summer,Swimming,Silver
10804,Kevin John Berry,M,19,172,71,Australia,1964,Summer,Swimming,Gold
10804,Kevin John Berry,M,19,172,71,Australia,1964,Summer,Swimming,Bronze
10834,Nicolas Joseph Flix Berthelot,M,24,178,69,France,1988,Summer,Shooting,Silver
10871,Lorenzo Bertini,M,28,187,70,Italy,2004,Summer,Rowing,Bronze
10874,Silvano Bertini,M,24,170,67,Italy,1964,Summer,Boxing,Bronze
10886,Franco Bertoli,M,25,189,83,Italy,1984,Summer,Volleyball,Bronze
10903,Sergio Bertoni,M,20,180,79,Italy,1936,Summer,Football,Gold
10907,Gilles Bertould,M,23,176,63,France,1972,Summer,Athletics,Bronze
10908,Jrgen Bertow,M,26,184,79,East Germany,1976,Summer,Rowing,Bronze
10922,John Edwin Bertrand,M,29,188,86,Australia,1976,Summer,Sailing,Bronze
10923,John Joseph Bertrand,M,28,185,82,United States,1984,Summer,Sailing,Silver
10930,Christina Bertrup,F,37,175,66,Sweden,2014,Winter,Curling,Silver
10937,Ryan Thomas Berube,M,22,180,68,United States,1996,Summer,Swimming,Gold
10944,Aldis Imants Berzins,M,27,188,79,United States,1984,Summer,Volleyball,Gold
10948,Juris Brzi,M,26,154,50,Soviet Union,1980,Summer,Rowing,Silver
10952,Mria Berzsenyi,F,29,170,58,Hungary,1976,Summer,Handball,Bronze
10955,Annemieke Marileen Bes,F,30,177,70,Netherlands,2008,Summer,Sailing,Silver
10964,Vida Beselien (ulskyt-),F,23,190,91,Soviet Union,1980,Summer,Basketball,Gold
10966,Nadezhda Viktorovna Besfamilnaya,F,25,166,55,Soviet Union,1976,Summer,Athletics,Bronze
10973,Doina Ofelia Beliu-Melinte,F,27,171,59,Romania,1984,Summer,Athletics,Gold
10973,Doina Ofelia Beliu-Melinte,F,27,171,59,Romania,1984,Summer,Athletics,Silver
10979,Joseph Bessala,M,27,165,67,Cameroon,1968,Summer,Boxing,Silver
10994,Aleksandr Andreyevich Bessmertnykh,M,27,182,78,Russia,2014,Winter,Cross Country Skiing,Silver
10996,Colette Besson (-Nogus),F,22,169,58,France,1968,Summer,Athletics,Gold
11005,"Gregory Alan ""Greg"" Best",M,24,187,75,United States,1988,Summer,Equestrianism,Silver
11005,"Gregory Alan ""Greg"" Best",M,24,187,75,United States,1988,Summer,Equestrianism,Silver
11009,John Roderick Bestall,M,29,178,77,Australia,1992,Summer,Hockey,Silver
11015,Nataliya Filimonovna Bestemyanova (-Bobrina),F,24,170,51,Soviet Union-1,1984,Winter,Figure Skating,Silver
11015,Nataliya Filimonovna Bestemyanova (-Bobrina),F,28,170,51,Soviet Union-1,1988,Winter,Figure Skating,Gold
11026,Danny Betancourt Chacn,M,23,175,75,Cuba,2004,Summer,Baseball,Gold
11029,Guillermo Betancourt Scull,M,29,174,62,Cuba,1992,Summer,Fencing,Silver
11047,"Janice ""Jan"" Betker",F,37,167,64,Canada,1998,Winter,Curling,Gold
11057,Jean-Christophe Bette,M,22,186,72,France,2000,Summer,Rowing,Gold
11059,"Hansjrg ""Hans"" Bettembourg",M,28,172,93,Sweden,1972,Summer,Weightlifting,Bronze
11066,Jol Bettin,M,21,184,76,France,1988,Summer,Canoeing,Bronze
11069,Paolo Bettini,M,30,169,58,Italy,2004,Summer,Cycling,Gold
11094,Nicole Beukers,F,25,170,66,Netherlands,2016,Summer,Rowing,Silver
11098,"Catharina Johanna ""Toos"" Beumer (-Krediet)",F,17,174,70,Netherlands,1964,Summer,Swimming,Bronze
11111,Allison Beveridge,F,23,169,62,Canada,2016,Summer,Cycling,Bronze
11116,Tully Louise Bevilaqua (Crook-),F,36,165,66,Australia,2008,Summer,Basketball,Silver
11119,"Samuel Ryan ""Sam"" Bewley",M,21,192,80,New Zealand,2008,Summer,Cycling,Bronze
11119,"Samuel Ryan ""Sam"" Bewley",M,25,192,80,New Zealand,2012,Summer,Cycling,Bronze
11136,Hans-Georg Beyer,M,23,189,96,East Germany,1980,Summer,Handball,Gold
11143,Udo Beyer,M,20,195,135,East Germany,1976,Summer,Athletics,Gold
11143,Udo Beyer,M,24,195,135,East Germany,1980,Summer,Athletics,Bronze
11145,Uwe Beyer,M,19,191,108,Germany,1964,Summer,Athletics,Bronze
11146,Jamie Lynn Beyerle-Gray (-Corkish),F,28,157,55,United States,2012,Summer,Shooting,Gold
11147,Ina Beyermann,F,19,170,60,West Germany,1984,Summer,Swimming,Bronze
11147,Ina Beyermann,F,19,170,60,West Germany,1984,Summer,Swimming,Silver
11148,Malik Beylerolu,M,26,175,75,Turkey,1996,Summer,Boxing,Silver
11168,Mislav Bezmalinovi,M,21,197,88,Yugoslavia,1988,Summer,Water Polo,Gold
11172,Volodymyr Vasylovych Bezsonov,M,22,178,70,Soviet Union,1980,Summer,Football,Bronze
11173,Hanna Volodymyrivna Bezsonova,F,20,174,49,Ukraine,2004,Summer,Rhythmic Gymnastics,Bronze
11173,Hanna Volodymyrivna Bezsonova,F,24,174,49,Ukraine,2008,Summer,Rhythmic Gymnastics,Bronze
11195,Mohini Bhardwaj (-Barry),F,25,147,43,United States,2004,Summer,Gymnastics,Silver
11197,Vasudevan Bhaskaran,M,29,174,68,India,1980,Summer,Hockey,Gold
11206,Kulbir Singh Bhaura,M,28,178,72,Great Britain,1984,Summer,Hockey,Bronze
11206,Kulbir Singh Bhaura,M,32,178,72,Great Britain,1988,Summer,Hockey,Gold
11207,Stephen Raj Bhavsar,M,27,169,54,United States,2008,Summer,Gymnastics,Bronze
11223,Bi Wenjing,F,14,142,35,China,1996,Summer,Gymnastics,Silver
11230,Carlo Biagi,M,22,169,70,Italy,1936,Summer,Football,Gold
11234,Ivan Ivanovych Biakov,M,27,173,66,Soviet Union,1972,Winter,Biathlon,Gold
11234,Ivan Ivanovych Biakov,M,31,173,66,Soviet Union,1976,Winter,Biathlon,Gold
11242,Diana Bianchedi,F,22,158,46,Italy,1992,Summer,Fencing,Gold
11242,Diana Bianchedi,F,30,158,46,Italy,2000,Summer,Fencing,Gold
11244,Sergio Bianchetto,M,21,173,70,Italy,1960,Summer,Cycling,Gold
11244,Sergio Bianchetto,M,25,173,70,Italy,1964,Summer,Cycling,Silver
11244,Sergio Bianchetto,M,25,173,70,Italy,1964,Summer,Cycling,Gold
11263,"Enrico ""Rico"" Bianchi",M,22,182,82,Switzerland,1952,Summer,Rowing,Silver
11275,Suzannah Bianco,F,23,165,52,United States,1996,Summer,Synchronized Swimming,Gold
11278,Roberta Bianconi,F,27,176,76,Italy,2016,Summer,Water Polo,Silver
11289,Dariusz Edward Biakowski,M,22,185,91,Poland,1992,Summer,Canoeing,Bronze
11289,Dariusz Edward Biakowski,M,30,185,91,Poland,2000,Summer,Canoeing,Bronze
11291,Michel Bibard,M,25,185,78,France,1984,Summer,Football,Gold
11293,"Daniel ""Dan"" Bibby",M,25,176,86,Great Britain,2016,Summer,Rugby Sevens,Silver
11299,Damir Biani,M,27,194,95,Croatia,2012,Summer,Handball,Bronze
11304,Yuliya Valentinovna Bichik,F,21,184,84,Belarus,2004,Summer,Rowing,Bronze
11304,Yuliya Valentinovna Bichik,F,25,184,84,Belarus,2008,Summer,Rowing,Bronze
11325,Laurence Bidaud (-Gradwohl),F,33,172,62,Switzerland,2002,Winter,Curling,Silver
11335,Nezha Bidouane,F,30,174,65,Morocco,2000,Summer,Athletics,Bronze
11338,Jane Bidstrup,F,42,171,72,Denmark,1998,Winter,Curling,Silver
11340,Ferdinand Reinhardt Bie,M,24,174,72,Norway,1912,Summer,Athletics,Gold
11343,"Heidi Biebl (-Schmid, -Prelevi)",F,19,159,56,Germany,1960,Winter,Alpine Skiing,Gold
11345,Anni Biechl (-Capeller),F,20,163,60,Germany,1960,Summer,Athletics,Silver
11347,Sebastian Friedrich Felix Biederlack,M,22,176,73,Germany,2004,Summer,Hockey,Bronze
11347,Sebastian Friedrich Felix Biederlack,M,26,176,73,Germany,2008,Summer,Hockey,Gold
11375,Christoph Bieler,M,24,180,70,Austria,2002,Winter,Nordic Combined,Bronze
11375,Christoph Bieler,M,28,180,70,Austria,2006,Winter,Nordic Combined,Gold
11375,Christoph Bieler,M,36,180,70,Austria,2014,Winter,Nordic Combined,Bronze
11380,Ivan Pavlovych Bieliaiev,M,29,178,67,Soviet Union,1964,Summer,Athletics,Bronze
11381,Volodymyr Mykolaiovych Bieliaiev,M,28,165,83,Soviet Union,1968,Summer,Weightlifting,Silver
11382,Volodymyr Ivanovych Bieliaiev,M,23,194,110,Soviet Union,1968,Summer,Volleyball,Gold
11386,Oleksandr Mykhailovych Bielostienniy,M,21,214,117,Soviet Union,1980,Summer,Basketball,Bronze
11386,Oleksandr Mykhailovych Bielostienniy,M,29,214,117,Soviet Union,1988,Summer,Basketball,Gold
11405,Alois Bierl,M,28,192,95,West Germany,1972,Summer,Rowing,Gold
11412,Roman Biera,M,23,187,103,Poland,1980,Summer,Wrestling,Silver
11413,Rauno Antero Bies,M,22,189,86,Finland,1984,Summer,Shooting,Bronze
11416,Laryssa Biesenthal,F,25,173,66,Canada,1996,Summer,Rowing,Bronze
11416,Laryssa Biesenthal,F,29,173,66,Canada,2000,Summer,Rowing,Bronze
11424,Jerome Cousins Biffle,M,24,184,79,United States,1952,Summer,Athletics,Gold
11432,Tyrell Biggs,M,23,195,99,United States,1984,Summer,Boxing,Gold
11437,"Mary Denise Bignal-Rand (-Toomey, -Reese)",F,24,173,61,Great Britain,1964,Summer,Athletics,Bronze
11437,"Mary Denise Bignal-Rand (-Toomey, -Reese)",F,24,173,61,Great Britain,1964,Summer,Athletics,Gold
11437,"Mary Denise Bignal-Rand (-Toomey, -Reese)",F,24,173,61,Great Britain,1964,Summer,Athletics,Silver
11448,Fiona Clare Bigwood,F,40,173,75,Great Britain,2016,Summer,Equestrianism,Silver
11451,Marko Bija,M,25,201,85,Croatia,2016,Summer,Water Polo,Silver
11456,Dominique Bijotat,M,23,180,73,France,1984,Summer,Football,Gold
11461,Hamide Bkn (-Tosun),F,22,167,57,Turkey,2000,Summer,Taekwondo,Bronze
11467,Abebe Bikila,M,28,177,57,Ethiopia,1960,Summer,Athletics,Gold
11467,Abebe Bikila,M,32,177,57,Ethiopia,1964,Summer,Athletics,Gold
11469,Yordan Bikov,M,19,168,75,Bulgaria,1972,Summer,Weightlifting,Gold
11484,Jim Bilba,M,32,198,99,France,2000,Summer,Basketball,Silver
11488,"Pamela Jean ""Pam"" Bileck (-Flat)",F,15,153,43,United States,1984,Summer,Gymnastics,Silver
11495,Simone Arianne Biles,F,19,143,47,United States,2016,Summer,Gymnastics,Gold
11495,Simone Arianne Biles,F,19,143,47,United States,2016,Summer,Gymnastics,Gold
11495,Simone Arianne Biles,F,19,143,47,United States,2016,Summer,Gymnastics,Gold
11495,Simone Arianne Biles,F,19,143,47,United States,2016,Summer,Gymnastics,Gold
11495,Simone Arianne Biles,F,19,143,47,United States,2016,Summer,Gymnastics,Bronze
11520,Govinda Billimogaputtaswamy,M,20,171,60,India,1972,Summer,Hockey,Bronze
11522,"Robert Iain Colin ""Bob"" Billingham",M,30,183,109,United States,1988,Summer,Sailing,Silver
11534,Sohen Biln,M,21,170,53,Canada,1960,Summer,Rowing,Silver
11537,"Alexandre ""Alex"" Bilodeau",M,22,173,76,Canada,2010,Winter,Freestyle Skiing,Gold
11537,"Alexandre ""Alex"" Bilodeau",M,26,173,76,Canada,2014,Winter,Freestyle Skiing,Gold
11546,Serhiy Oleksandrovych Biloushchenko,M,22,201,100,Ukraine,2004,Summer,Rowing,Bronze
11547,Dmitry Vladimirovich Bilozerchev,M,21,169,70,Soviet Union,1988,Summer,Gymnastics,Bronze
11547,Dmitry Vladimirovich Bilozerchev,M,21,169,70,Soviet Union,1988,Summer,Gymnastics,Gold
