ID,Name,Sex,Age,Height,Weight,Team,Year,Season,Sport,Medal
65495,Czesaw Kwieciski,M,29,179,88,Poland,1972,Summer,Wrestling,Bronze
65495,Czesaw Kwieciski,M,33,179,88,Poland,1976,Summer,Wrestling,Bronze
65528,Kye Sun-Hui,F,16,158,60,North Korea,1996,Summer,Judo,Gold
65528,Kye Sun-Hui,F,21,158,60,North Korea,2000,Summer,Judo,Bronze
65528,Kye Sun-Hui,F,25,158,60,North Korea,2004,Summer,Judo,Silver
65530,Vladimr Khos,M,27,182,82,Czechoslovakia,1984,Winter,Ice Hockey,Silver
65535,Kaylyn McKenzie Kyle,F,23,173,61,Canada,2012,Summer,Football,Bronze
65539,Anne Maria Kyllnen,F,26,173,61,Finland,2014,Winter,Cross Country Skiing,Silver
65542,"Erik Kynard, Jr.",M,21,194,89,United States,2012,Summer,Athletics,Silver
65546,John Marriott Kynoch,M,39,178,76,Great Britain,1972,Summer,Shooting,Bronze
65562,"Wilhelm ""Ville"" Kyrnen",M,21,165,55,Finland,1912,Summer,Athletics,Silver
65567,Alena Kyselicov (-Nejzlkov),F,22,165,59,Czechoslovakia,1980,Summer,Hockey,Silver
65568,Volodymyr Viktorovych Kyselov,M,23,185,125,Soviet Union,1980,Summer,Athletics,Gold
65585,Julio Csar La Cruz Peraza,M,26,182,81,Cuba,2016,Summer,Boxing,Gold
65587,Annie Lilian La Fleur (Burgess-),F,30,167,62,Australia,2000,Summer,Basketball,Silver
65593,Miguel La Hera Betancourt,M,23,192,92,Cuba,2008,Summer,Baseball,Silver
65594,Francesco La Macchia,M,21,173,73,Italy,1960,Summer,Canoeing,Silver
65606,Risto Juhani Laakkonen,M,24,189,62,Finland,1992,Winter,Ski Jumping,Gold
65612,Antti Akseli Laaksonen,M,32,180,82,Finland,2006,Winter,Ice Hockey,Silver
65616,Emma Kriistina Laaksonen-Terho,F,16,159,60,Finland,1998,Winter,Ice Hockey,Bronze
65616,Emma Kriistina Laaksonen-Terho,F,28,159,60,Finland,2010,Winter,Ice Hockey,Bronze
65628,Kysti Kalevi Laasonen,M,26,173,64,Finland,1972,Summer,Archery,Bronze
65639,Fidel LaBarba,M,18,160,51,United States,1924,Summer,Boxing,Gold
65646,"Philip William ""Phil"" LaBatte",M,24,180,75,United States,1936,Winter,Ice Hockey,Bronze
65652,Stephanie Lynn Marie Labb,F,29,178,53,Canada,2016,Summer,Football,Bronze
65654,Lloyd Barrington LaBeach,M,26,185,73,Panama,1948,Summer,Athletics,Bronze
65654,Lloyd Barrington LaBeach,M,26,185,73,Panama,1948,Summer,Athletics,Bronze
65665,"Charline ""Charlie"" Labont",F,23,175,72,Canada,2006,Winter,Ice Hockey,Gold
65665,"Charline ""Charlie"" Labont",F,27,175,72,Canada,2010,Winter,Ice Hockey,Gold
65665,"Charline ""Charlie"" Labont",F,31,175,72,Canada,2014,Winter,Ice Hockey,Gold
65668,Henri Jean LaBorde,M,22,183,95,United States,1932,Summer,Athletics,Silver
65669,Marion Laborde,F,25,178,75,France,2012,Summer,Basketball,Silver
65670,Yurisel Laborde Duanes,F,24,167,78,Cuba,2004,Summer,Judo,Bronze
65682,"Yanelis Yuliet ""Yanely"" Labrada Daz",F,22,167,49,Cuba,2004,Summer,Taekwondo,Silver
65716,Venus Milette Lacey,F,29,193,86,United States,1996,Summer,Basketball,Gold
65736,Vladek Lacina,M,27,190,91,Czechoslovakia,1976,Summer,Rowing,Bronze
65743,Mark Andrew Lackie,M,24,182,82,Canada,1992,Winter,Short Track Speed Skating,Silver
65747,Blaenko Lackovi,M,23,196,99,Croatia,2004,Summer,Handball,Gold
65747,Blaenko Lackovi,M,31,196,99,Croatia,2012,Summer,Handball,Bronze
65752,Guy Lacombe,M,29,177,70,France,1984,Summer,Football,Gold
65759,Alexandra Lacrabre,F,29,177,73,France,2016,Summer,Handball,Silver
65760,Alphonse Albert LaCroix,M,26,170,62,United States,1924,Winter,Ice Hockey,Silver
65765,Lo Jean Fernand Lacroix,M,26,179,79,France,1964,Winter,Alpine Skiing,Silver
65769,Jess Mara Lacruz Gmez,M,22,183,78,Spain,2000,Summer,Football,Silver
65788,Jacques Guy Ladgaillerie,M,32,176,69,France,1972,Summer,Fencing,Silver
65789,Du'aine Ladejo (Thorne-),M,21,187,84,Great Britain,1992,Summer,Athletics,Bronze
65789,Du'aine Ladejo (Thorne-),M,25,187,84,Great Britain,1996,Summer,Athletics,Silver
65797,Jules Ladoumgue,M,21,171,59,France,1928,Summer,Athletics,Silver
65809,Christian Donald Laettner,M,22,211,107,United States,1992,Summer,Basketball,Gold
65817,Andry Laffita Hernndez,M,30,162,51,Cuba,2008,Summer,Boxing,Silver
65823,Michel Peter Lafis,M,20,185,78,Sweden,1988,Summer,Cycling,Bronze
65827,Vincent Lafko,M,27,186,91,Czechoslovakia,1972,Summer,Handball,Silver
65853,"Thomas Joseph ""Tom"" LaGarde",M,21,208,97,United States,1976,Summer,Basketball,Gold
65854,Bernard Kipchirchir Lagat,M,25,173,58,Kenya,2000,Summer,Athletics,Bronze
65854,Bernard Kipchirchir Lagat,M,29,173,58,Kenya,2004,Summer,Athletics,Silver
65863,"Catharina Bernadetta Jacoba ""Tineke"" Lagerberg",F,19,150,55,Netherlands,1960,Summer,Swimming,Bronze
65878,Karim Florent Laghouag,M,40,177,70,France,2016,Summer,Equestrianism,Gold
65885,Scotty Lago,M,22,185,77,United States,2010,Winter,Snowboarding,Bronze
65905,Yevgeny Aleksandrovich Lagunov,M,22,188,77,Russia,2008,Summer,Swimming,Silver
65905,Yevgeny Aleksandrovich Lagunov,M,26,188,77,Russia,2012,Summer,Swimming,Bronze
65906,Boris Nikolayevich Lagutin,M,22,172,71,Soviet Union,1960,Summer,Boxing,Bronze
65906,Boris Nikolayevich Lagutin,M,26,172,71,Soviet Union,1964,Summer,Boxing,Gold
65906,Boris Nikolayevich Lagutin,M,30,172,71,Soviet Union,1968,Summer,Boxing,Gold
65917,Matti Ensio Lhde,M,24,176,69.5,Finland,1936,Winter,Cross Country Skiing,Gold
65925,Brahim Lahlafi,M,32,172,62,Morocco,2000,Summer,Athletics,Bronze
65934,Jana Lahodov (-Vudmaskov),F,23,157,65,Czechoslovakia,1980,Summer,Hockey,Silver
65946,Krista Lhteenmki (-Prmkoski),F,23,160,57,Finland,2014,Winter,Cross Country Skiing,Silver
65947,Janne Petteri Lahtela,M,23,171,72,Finland,1998,Winter,Freestyle Skiing,Silver
65947,Janne Petteri Lahtela,M,27,171,72,Finland,2002,Winter,Freestyle Skiing,Gold
65957,Hugo Jalmari Lahtinen,M,28,182,78,Finland,1920,Summer,Athletics,Bronze
65962,Yuriy Vasylovych Lahutin,M,27,184,84,Soviet Union,1976,Summer,Handball,Gold
65972,Lai Runming,M,21,161,56,China,1984,Summer,Weightlifting,Silver
65974,Lai Yawen,F,25,187,77,China,1996,Summer,Volleyball,Silver
65978,Bernard Laidebeur,M,22,180,75,France,1964,Summer,Athletics,Bronze
65981,Stuart Ralston Laidlaw,M,27,168,60,Winnipeg Shamrocks-1,1904,Summer,Lacrosse,Gold
65984,Olli Eino Laiho,M,25,175,69.5,Finland,1968,Summer,Gymnastics,Silver
65991,Erkki Juhani Laine,M,30,174,78,Finland,1988,Winter,Ice Hockey,Silver
66002,"Leslie Alphonso ""Les"" Laing",M,27,164,55,Jamaica,1952,Summer,Athletics,Gold
66020,Kari Juhani Laitinen,M,23,178,79.5,Finland,1988,Winter,Ice Hockey,Silver
66021,Mika Antero Laitinen,M,18,189,63,Finland,1992,Winter,Ski Jumping,Gold
66030,Samppa Kalevi Lajunen,M,18,177,65,Finland,1998,Winter,Nordic Combined,Silver
66030,Samppa Kalevi Lajunen,M,18,177,65,Finland,1998,Winter,Nordic Combined,Silver
66030,Samppa Kalevi Lajunen,M,22,177,65,Finland,2002,Winter,Nordic Combined,Gold
66030,Samppa Kalevi Lajunen,M,22,177,65,Finland,2002,Winter,Nordic Combined,Gold
66030,Samppa Kalevi Lajunen,M,22,177,65,Finland,2002,Winter,Nordic Combined,Gold
66033,"Joshua David ""Josh"" Lakatos",M,23,180,81,United States,1996,Summer,Shooting,Silver
66045,Mara Laki,F,25,170,65,Yugoslavia,1988,Summer,Basketball,Silver
66061,Mohinder Lal,M,24,165,58,India,1960,Summer,Hockey,Silver
66061,Mohinder Lal,M,28,165,58,India,1964,Summer,Hockey,Gold
66065,Ji Lla,M,24,178,82,Czechoslovakia,1984,Winter,Ice Hockey,Silver
66079,Gennady Kazbekovich Laliyev,M,25,174,84,Kazakhstan,2004,Summer,Wrestling,Silver
66114,Tania Lamarca Celada,F,16,158,36,Spain,1996,Summer,Rhythmic Gymnastics,Gold
66120,Kim Lamarre,F,25,165,54,Canada,2014,Winter,Freestyle Skiing,Bronze
66123,Eric Lamaze,M,40,170,65,Canada,2008,Summer,Equestrianism,Gold
66123,Eric Lamaze,M,40,170,65,Canada,2008,Summer,Equestrianism,Silver
66123,Eric Lamaze,M,48,170,65,Canada,2016,Summer,Equestrianism,Bronze
66146,"George Howard Lambert, Jr.",M,28,188,81,United States,1956,Summer,Modern Pentathlon,Silver
66146,"George Howard Lambert, Jr.",M,31,188,81,United States,1960,Summer,Modern Pentathlon,Bronze
66156,Nathalie Brigitte Lambert,F,28,170,65,Canada,1992,Winter,Short Track Speed Skating,Gold
66156,Nathalie Brigitte Lambert,F,30,170,65,Canada,1994,Winter,Short Track Speed Skating,Silver
66156,Nathalie Brigitte Lambert,F,30,170,65,Canada,1994,Winter,Short Track Speed Skating,Silver
66162,Stephen Lambert,M,28,188,87,Australia,2008,Summer,Hockey,Bronze
66172,Stphane Lambiel,M,20,174,61,Switzerland,2006,Winter,Figure Skating,Silver
66177,"Richard Edward ""Rich"" Lambourne",M,33,190,100,United States,2008,Summer,Volleyball,Gold
66192,Alessandro Lambruschini,M,31,178,63,Italy,1996,Summer,Athletics,Bronze
66200,Jol Lamela Luaces,M,21,172,70,Cuba,1992,Summer,Athletics,Bronze
66212,Georg Lammers,M,23,178,84,Germany,1928,Summer,Athletics,Bronze
66212,Georg Lammers,M,23,178,84,Germany,1928,Summer,Athletics,Silver
66214,Kim Lammers,F,31,176,69,Netherlands,2012,Summer,Hockey,Gold
66219,Sophie Lamon,F,15,173,53,Switzerland,2000,Summer,Fencing,Silver
66220,Yevgeniya Alekseyevna Lamonova,F,24,174,62,Russia,2008,Summer,Fencing,Gold
66230,Jean-Franois Lamour,M,28,184,86,France,1984,Summer,Fencing,Gold
66230,Jean-Franois Lamour,M,28,184,86,France,1984,Summer,Fencing,Silver
66230,Jean-Franois Lamour,M,32,184,86,France,1988,Summer,Fencing,Gold
66230,Jean-Franois Lamour,M,36,184,86,France,1992,Summer,Fencing,Bronze
66230,Jean-Franois Lamour,M,36,184,86,France,1992,Summer,Fencing,Bronze
66233,Jocelyne Nicole Lamoureux,F,20,168,70,United States,2010,Winter,Ice Hockey,Silver
66233,Jocelyne Nicole Lamoureux,F,24,168,70,United States,2014,Winter,Ice Hockey,Silver
66235,Monique Edith Lamoureux (-Kolls),F,20,168,70,United States,2010,Winter,Ice Hockey,Silver
66235,Monique Edith Lamoureux (-Kolls),F,24,168,70,United States,2014,Winter,Ice Hockey,Silver
66238,Thomas Lamparter,M,27,183,98,Switzerland-1,2006,Winter,Bobsleigh,Bronze
66241,Oliver Lampe,M,22,198,97,Germany,1996,Summer,Swimming,Bronze
66242,Werner Lampe,M,19,195,80,West Germany,1972,Summer,Swimming,Bronze
66242,Werner Lampe,M,19,195,80,West Germany,1972,Summer,Swimming,Silver
66247,Vyacheslav Frolovich Lampeyev,M,28,185,89,Soviet Union,1980,Summer,Hockey,Bronze
66266,Jennifer Frances Lamy (-Frank),F,19,173,60,Australia,1968,Summer,Athletics,Bronze
66267,"James Ernest ""Jim"" Lamy",M,27,183,114,United States-1,1956,Winter,Bobsleigh,Bronze
66269,Jason Grgory Lamy-Chappuis,M,23,178,65,France,2010,Winter,Nordic Combined,Gold
66277,Brett Daniel Lancaster,M,24,189,80,Australia,2004,Summer,Cycling,Gold
66298,"Suzanne Ciscele ""Suzie"" Landells (-Dill-Macky)",F,19,162,57,Australia,1984,Summer,Swimming,Silver
66300,Andrew Landenberger,M,29,182,73,Australia,1996,Summer,Sailing,Silver
66305,Dominik Landertinger,M,22,188,75,Austria,2010,Winter,Biathlon,Silver
66305,Dominik Landertinger,M,26,188,75,Austria,2014,Winter,Biathlon,Silver
66305,Dominik Landertinger,M,26,188,75,Austria,2014,Winter,Biathlon,Bronze
66307,Gabriel Ingemar John Landeskog,M,21,185,99,Sweden,2014,Winter,Ice Hockey,Silver
66309,"Nicolaas Albertus Adrianus ""Nico"" Landeweerd",M,22,178,74,Netherlands,1976,Summer,Water Polo,Bronze
66310,Sigrid Landgraf (-Bartels),F,25,174,62,West Germany,1984,Summer,Hockey,Silver
66315,Niklas Landin Jacobsen,M,27,201,102,Denmark,2016,Summer,Handball,Gold
66320,"Richmond Wilcox ""Dick"" Landon",M,21,188,73,United States,1920,Summer,Athletics,Gold
66328,Laurisa Landre,F,30,174,67,France,2016,Summer,Handball,Silver
66337,Ghislaine Landry,F,28,163,65,Canada,2016,Summer,Rugby Sevens,Bronze
66347,Maik Landsmann,M,20,183,82,East Germany,1988,Summer,Cycling,Gold
66349,"Eelis Eenok ""Eeles"" Landstrm",M,28,185,81,Finland,1960,Summer,Athletics,Bronze
66355,Bernd Landvoigt,M,21,188,88,East Germany,1972,Summer,Rowing,Bronze
66355,Bernd Landvoigt,M,25,188,88,East Germany,1976,Summer,Rowing,Gold
66355,Bernd Landvoigt,M,29,188,88,East Germany,1980,Summer,Rowing,Gold
66357,Jrg Landvoigt,M,21,190,85,East Germany,1972,Summer,Rowing,Bronze
66357,Jrg Landvoigt,M,25,190,85,East Germany,1976,Summer,Rowing,Gold
66357,Jrg Landvoigt,M,29,190,85,East Germany,1980,Summer,Rowing,Gold
66358,John Michael Landy,M,26,182,69,Australia,1956,Summer,Athletics,Bronze
66362,"Francis Adonijah ""Frank"" Lane",M,21,170,69,United States,1896,Summer,Athletics,Bronze
66366,"Lester Everett ""Les"" Lane",M,28,177,77,United States,1960,Summer,Basketball,Gold
66378,Giovanni Battista Lanfranco,M,28,188,80,Italy,1984,Summer,Volleyball,Bronze
66385,Brent Dennis Lang,M,20,198,82,United States,1988,Summer,Swimming,Gold
66387,Czesaw Lang,M,25,173,70,Poland,1980,Summer,Cycling,Silver
66402,Peter Lang,M,18,191,84,West Germany,1976,Summer,Swimming,Bronze
66403,Peter rsted Lang,M,23,185,80,Denmark,2012,Summer,Sailing,Bronze
66404,Lang Ping,F,23,184,71,China,1984,Summer,Volleyball,Gold
66407,Robert Lang,M,21,189,96,Czechoslovakia,1992,Winter,Ice Hockey,Bronze
66407,Robert Lang,M,27,189,96,Czech Republic,1998,Winter,Ice Hockey,Gold
66407,Robert Lang,M,35,189,96,Czech Republic,2006,Winter,Ice Hockey,Bronze
66416,Nancy Jebet Langat,F,26,153,49,Kenya,2008,Summer,Athletics,Gold
66417,Martha Langbein-Pensberger (-Schreiber),F,19,160,56,Germany,1960,Summer,Athletics,Silver
66421,Andr Lange,M,28,188,100,Germany-2,2002,Winter,Bobsleigh,Gold
66421,Andr Lange,M,32,188,100,Germany-1,2006,Winter,Bobsleigh,Gold
66421,Andr Lange,M,32,188,100,Germany-1,2006,Winter,Bobsleigh,Gold
66421,Andr Lange,M,36,188,100,Germany-1,2010,Winter,Bobsleigh,Gold
66421,Andr Lange,M,36,188,100,Germany-1,2010,Winter,Bobsleigh,Silver
66428,Jzef Lange,M,27,165,70,Poland,1924,Summer,Cycling,Silver
66432,Marita Lange,F,25,182,85,East Germany,1968,Summer,Athletics,Silver
66435,Paul Lange,M,29,178,78,Germany,1960,Summer,Canoeing,Gold
66437,Santiago Ral Lange Roberti,M,42,184,73,Argentina,2004,Summer,Sailing,Bronze
66437,Santiago Ral Lange Roberti,M,46,184,73,Argentina,2008,Summer,Sailing,Bronze
66437,Santiago Ral Lange Roberti,M,54,184,73,Argentina,2016,Summer,Sailing,Gold
66438,Thomas Lange,M,24,189,89,East Germany,1988,Summer,Rowing,Gold
66438,Thomas Lange,M,28,189,89,Germany,1992,Summer,Rowing,Gold
66438,Thomas Lange,M,32,189,89,Germany,1996,Summer,Rowing,Bronze
66444,Helen Langehanenberg,F,30,164,48,Germany,2012,Summer,Equestrianism,Silver
66446,Christoph Langen,M,29,188,98,Germany-2,1992,Winter,Bobsleigh,Bronze
66446,Christoph Langen,M,35,188,98,Germany-1,1998,Winter,Bobsleigh,Bronze
66446,Christoph Langen,M,35,188,98,Germany-2,1998,Winter,Bobsleigh,Gold
66446,Christoph Langen,M,39,188,98,Germany-1,2002,Winter,Bobsleigh,Gold
66450,Jamie Craig Langenbrunner,M,34,185,93,United States,2010,Winter,Ice Hockey,Silver
66456,Lucyna Langer (-Kaek),F,24,167,55,Poland,1980,Summer,Athletics,Bronze
66457,"Ludwig Ernest Frank ""Ludy"" Langer",M,27,175,73,United States,1920,Summer,Swimming,Silver
66496,Terje Bjarte Langli,M,27,178,74,Norway,1992,Winter,Cross Country Skiing,Bronze
66496,Terje Bjarte Langli,M,27,178,74,Norway,1992,Winter,Cross Country Skiing,Gold
66500,Lloyd Langlois,M,31,167,64,Canada,1994,Winter,Freestyle Skiing,Bronze
66517,"Matthew Keir ""Matt"" Langridge",M,25,194,93,Great Britain,2008,Summer,Rowing,Silver
66517,"Matthew Keir ""Matt"" Langridge",M,29,194,93,Great Britain,2012,Summer,Rowing,Bronze
66517,"Matthew Keir ""Matt"" Langridge",M,33,194,93,Great Britain,2016,Summer,Rowing,Gold
66524,"Steven Daniel ""Steve"" Langton",M,30,188,105,United States-1,2014,Winter,Bobsleigh,Bronze
66524,"Steven Daniel ""Steve"" Langton",M,30,188,105,United States-1,2014,Winter,Bobsleigh,Bronze
66534,Aurimas Lankas,M,30,178,89,Lithuania,2016,Summer,Canoeing,Bronze
66535,Sanna Kristiina Lankosaari,F,19,162,63,Finland,1998,Winter,Ice Hockey,Bronze
66536,Sonia May Lannaman (-Garmston),F,24,165,57,Great Britain,1980,Summer,Athletics,Bronze
66537,Colleen Lanne,F,24,177,65,United States,2004,Summer,Swimming,Silver
66554,"Jozeph Johannes Gerhardus Marinus ""Jos"" Lansink",M,31,178,70,Netherlands,1992,Summer,Equestrianism,Gold
66564,Vera Stepanovna Lantratova (-Ganzhenko),F,21,174,72,Soviet Union,1968,Summer,Volleyball,Gold
66575,Filippo Lanza,M,25,198,98,Italy,2016,Summer,Volleyball,Silver
66582,Mario Lanzi,M,21,180,76,Italy,1936,Summer,Athletics,Silver
66593,Lao Lishi,F,16,153,43,China,2004,Summer,Diving,Silver
66593,Lao Lishi,F,16,153,43,China,2004,Summer,Diving,Gold
66597,Sandra Laoura,F,25,167,60,France,2006,Winter,Freestyle Skiing,Bronze
66606,Diego Jos Lapera Sotolongo,M,25,181,83,Cuba,1976,Summer,Volleyball,Bronze
66607,Henri Andr Laperrire,M,22,189,79,Canada,1948,Winter,Ice Hockey,Gold
66614,Dmitry Valentinovich Lapikov,M,26,183,105,Russia,2008,Summer,Weightlifting,Bronze
66619,Nataliya Yuryevna Lapitskaya (-Tsygankova),F,26,176,68,Soviet Union,1988,Summer,Handball,Bronze
66620,Vladimir Mikhaylovich Lapitsky,M,21,185,77,Soviet Union,1980,Summer,Fencing,Silver
66628,"Matthew Vincent ""Matt"" LaPorta",M,23,188,98,United States,2008,Summer,Baseball,Bronze
66644,Onni Armas Lappalainen,M,29,166,65,Finland,1952,Summer,Gymnastics,Bronze
66644,Onni Armas Lappalainen,M,34,166,65,Finland,1956,Summer,Gymnastics,Bronze
66649,Lauren Lappin,F,24,170,73,United States,2008,Summer,Softball,Silver
66654,Igor Olegovich Lapshin,M,25,189,74,Soviet Union,1988,Summer,Athletics,Silver
66660,Yevhen Valentynovych Lapynskiy,M,26,192,83,Soviet Union,1968,Summer,Volleyball,Gold
66660,Yevhen Valentynovych Lapynskiy,M,30,192,83,Soviet Union,1972,Summer,Volleyball,Bronze
66663,"Giouli ""Georgia"" Lara",F,24,175,78,Greece,2004,Summer,Water Polo,Silver
66670,Pablo Lara Rodrguez,M,24,168,76,Cuba,1992,Summer,Weightlifting,Silver
66670,Pablo Lara Rodrguez,M,28,168,76,Cuba,1996,Summer,Weightlifting,Gold
66679,Rolf Larcher,M,26,190,88,Switzerland,1960,Summer,Rowing,Bronze
66691,Sbastien Lareau,M,27,183,79,Canada,2000,Summer,Tennis,Gold
66698,Jonas Erik Larholm,M,30,193,85,Sweden,2012,Summer,Handball,Silver
66710,Dmitry Olegovich Larionov,M,22,185,84,Russia,2008,Summer,Canoeing,Bronze
66711,Igor Nikolayevich Larionov,M,23,176,77,Soviet Union,1984,Winter,Ice Hockey,Gold
66711,Igor Nikolayevich Larionov,M,27,176,77,Soviet Union,1988,Winter,Ice Hockey,Gold
66711,Igor Nikolayevich Larionov,M,41,176,77,Russia,2002,Winter,Ice Hockey,Bronze
66714,Yekaterina Alekseyevna Larionova,F,22,158,63,Kazakhstan,2016,Summer,Wrestling,Bronze
66721,Larissa Frana Maestrini,F,30,174,68,Brazil-1,2012,Summer,Beach Volleyball,Bronze
66726,"Mitchell James ""Mitch"" Larkin",M,23,187,72,Australia,2016,Summer,Swimming,Silver
66726,"Mitchell James ""Mitch"" Larkin",M,23,187,72,Australia,2016,Summer,Swimming,Bronze
66731,George Edward Larner,M,33,175,67,Great Britain,1908,Summer,Athletics,Gold
66731,George Edward Larner,M,33,175,67,Great Britain,1908,Summer,Athletics,Gold
66739,Philippe LaRoche,M,27,180,80,Canada,1994,Winter,Freestyle Skiing,Silver
66741,Jocelyne Dawn Marie Larocque,F,25,170,63,Canada,2014,Winter,Ice Hockey,Gold
66747,"Michael Denny ""Mike"" Larrabee",M,30,186,77,United States,1964,Summer,Athletics,Gold
66747,"Michael Denny ""Mike"" Larrabee",M,30,186,77,United States,1964,Summer,Athletics,Gold
66763,Leo Edward Larrivee,M,20,173,59,United States,1924,Summer,Athletics,Bronze
66780,Christine Larsen,F,28,171,61,Canada,1996,Summer,Synchronized Swimming,Silver
66782,Martin Edvard Larsen,M,26,176,68,Norway,1908,Summer,Athletics,Bronze
66784,Eirik Vers Larsen,M,28,182,80,Norway,2004,Summer,Canoeing,Gold
66784,Eirik Vers Larsen,M,28,182,80,Norway,2004,Summer,Canoeing,Bronze
66784,Eirik Vers Larsen,M,32,182,80,Norway,2008,Summer,Canoeing,Silver
66784,Eirik Vers Larsen,M,36,182,80,Norway,2012,Summer,Canoeing,Gold
66790,Ernst Willy Larsen,M,30,183,65,Norway,1956,Summer,Athletics,Bronze
66802,Ib Ivan Larsen,M,23,198,85,Denmark,1968,Summer,Rowing,Bronze
66805,Jacob Sgaard Larsen,M,28,182,73,Denmark,2016,Summer,Rowing,Silver
66820,Mads Mensah Larsen,M,24,188,106,Denmark,2016,Summer,Handball,Gold
66827,Niklas Larsen,M,19,180,74,Denmark,2016,Summer,Cycling,Bronze
66847,Tonje Larsen,F,25,184,72,Norway,2000,Summer,Handball,Bronze
66847,Tonje Larsen,F,33,184,72,Norway,2008,Summer,Handball,Gold
66853,Breeja Larson,F,20,183,73,United States,2012,Summer,Swimming,Gold
66854,David Erwin Larson,M,25,190,79,United States,1984,Summer,Swimming,Gold
66857,Lance Melvin Larson,M,20,185,79,United States,1960,Summer,Swimming,Silver
66857,Lance Melvin Larson,M,20,185,79,United States,1960,Summer,Swimming,Gold
66860,"Christine ""Chris"" Larson Mason",F,28,175,61,United States,1984,Summer,Hockey,Bronze
66861,Jordan Quinn Larson-Burbach,F,25,188,75,United States,2012,Summer,Volleyball,Silver
66861,Jordan Quinn Larson-Burbach,F,29,188,75,United States,2016,Summer,Volleyball,Bronze
66866,Peter Andreas Larsson,M,21,173,66,Sweden,1996,Summer,Handball,Silver
66866,Peter Andreas Larsson,M,26,173,66,Sweden,2000,Summer,Handball,Silver
66874,Erik Brynolf Larsson,M,26,176,63,Sweden,1912,Summer,Athletics,Gold
66879,Erik August Larsson,M,23,163,59,Sweden,1936,Winter,Cross Country Skiing,Gold
66879,Erik August Larsson,M,23,163,59,Sweden,1936,Winter,Cross Country Skiing,Bronze
66883,Karl Gunnar Larsson,M,21,186,86,Sweden,1972,Summer,Swimming,Gold
66883,Karl Gunnar Larsson,M,21,186,86,Sweden,1972,Summer,Swimming,Gold
66884,l Lars Gunnar Larsson,M,23,178,68,Sweden,1968,Winter,Cross Country Skiing,Bronze
66884,l Lars Gunnar Larsson,M,23,178,68,Sweden,1968,Winter,Cross Country Skiing,Silver
66885,Gustav Erik Larsson,M,27,195,77,Sweden,2008,Summer,Cycling,Silver
66906,Maria Linda Larsson,F,22,153,57,Sweden,2002,Winter,Ice Hockey,Bronze
66908,l Mats Arne Larsson,M,25,184,75,Sweden,2006,Winter,Cross Country Skiing,Bronze
66916,Carl Rune Larsson,M,24,178,70,Sweden,1948,Summer,Athletics,Bronze
66916,Carl Rune Larsson,M,24,178,70,Sweden,1948,Summer,Athletics,Bronze
66929,"Harry Edvin ""Harri"" Larva (Lagerstrm-)",M,21,180,68,Finland,1928,Summer,Athletics,Gold
66933,Anatoly Vladimirovich Laryukov,M,29,175,73,Belarus,2000,Summer,Judo,Bronze
66942,Otto Abraham Lasanen,M,21,166,62,Finland,1912,Summer,Wrestling,Bronze
66946,Natlija Laonova (-Kravchenko),F,15,142,36,Soviet Union,1988,Summer,Gymnastics,Gold
66949,Fedir Serafimovych Lashchonov,M,29,198,94,Soviet Union,1980,Summer,Volleyball,Gold
66950,Ehsan Lashgari,M,26,180,84,Iran,2012,Summer,Wrestling,Bronze
66952,Revaz Lashkhi,M,24,172,60,Georgia,2012,Summer,Wrestling,Silver
66953,Irina Lashko (-Furler-),F,19,163,50,Unified Team,1992,Summer,Diving,Silver
66953,Irina Lashko (-Furler-),F,23,163,50,Russia,1996,Summer,Diving,Silver
66953,Irina Lashko (-Furler-),F,31,163,50,Australia,2004,Summer,Diving,Bronze
66954,Yelena Anatolyevna Lashmanova,F,20,170,48,Russia,2012,Summer,Athletics,Gold
66957,Michal Eryk Lasko,M,31,202,104,Italy,2012,Summer,Volleyball,Bronze
66963,Inna Aleksandrovna Lasovskaya,F,26,178,68,Russia,1996,Summer,Athletics,Silver
66978,Rosemary Lassig (-Lluka),F,19,165,63,Australia,1960,Summer,Swimming,Silver
66981,Riitta-Liisa Lassila-Roponen,F,31,161,54,Finland,2010,Winter,Cross Country Skiing,Bronze
66988,"Aartje Elisabeth ""Adrie"" Lasterie",F,20,171,65,Netherlands,1964,Summer,Swimming,Silver
66992,Luis Mara Lasrtegui Berridi,M,28,190,90,Spain,1984,Summer,Rowing,Silver
66998,Jacques Vital Lucien Lataste,M,26,183,78,France,1948,Summer,Fencing,Gold
66998,Jacques Vital Lucien Lataste,M,30,183,78,France,1952,Summer,Fencing,Gold
66998,Jacques Vital Lucien Lataste,M,34,183,78,France,1956,Summer,Fencing,Silver
67005,Denis Lathoud,M,26,198,103,France,1992,Summer,Handball,Bronze
67007,Badri Latif,F,27,169,59,Germany,2004,Summer,Hockey,Gold
67019,Grzegorz Bolesaw Lato,M,22,175,71,Poland,1972,Summer,Football,Gold
67019,Grzegorz Bolesaw Lato,M,26,175,71,Poland,1976,Summer,Football,Silver
67026,Brigitte Latrille-Gaudin,F,18,174,55,France,1976,Summer,Fencing,Silver
67026,Brigitte Latrille-Gaudin,F,22,174,55,France,1980,Summer,Fencing,Gold
67026,Brigitte Latrille-Gaudin,F,26,174,55,France,1984,Summer,Fencing,Bronze
67046,Larysa Semenivna Latynina (Diriy-),F,21,161,52,Soviet Union,1956,Summer,Gymnastics,Gold
