title,series,author,rating,language,genres,pages,publisher,publish year,numRatings,likedPercent,price
Be Careful What You Wish For...,Goosebumps #12,R.L. Stine (Goodreads Author),3.67,English,"['Horror', 'Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Fantasy', 'Mystery', 'Paranormal', 'Juvenile', 'Thriller']",144,Scholastic Paperbacks,2005,9961,86,2.81
Selected Poems,,"Kenneth Rexroth, Bradford Morrow (Goodreads Author) (Editor)",4.18,English,['Poetry'],168,New Directions,1905,101,98,8.29
Cursed Blessing,Trilogy of the Chosen #1,J.M. LeDuc,4.04,English,['Thriller'],327,"Tate Publishing & enterprises, llc",2009,120,88,5.2
Be Not Content- A Subterranean Journal,,William J. Craddock,4.45,English,['Fiction'],336,"Doubleday & Co., Inc",1905,98,97,
Khushbu / خوشبو,,Parveen Shakir,4.15,Urdu,['Poetry'],312,Jahangir Book Depot,1905,192,92,
No Girls Allowed,Sweet Valley Kids #57,Francine Pascal (Goodreads Author),3.66,English,['Childrens'],96,Sweet Valley,1995,68,87,20.27
The Flower Man,,Donna Anders,3.62,English,['Mystery'],305,Pocket Books,1995,55,87,5.75
"Tibetan Arts Of Love: Sex, Orgasm, And Spiritual Healing",,"Gendün Chöphel, Jeffrey Hopkins (Editor), Dorje Yuthok (Translator)",3.51,English,['Nonfiction'],288,Snow Lion,2000,35,86,6.07
Welcome Home: Creating Your Own Place of Beauty and Love,,"Emilie Barnes, Anne Christian Buchanan",4.4,English,['Nonfiction'],128,Harvest House Publishers,1997,55,100,
Nine Wives,,Dan Elish,2.77,English,['Fiction'],288,St. Martin's Griffin,2005,44,59,6.37
Secret of the Crystal,Secret of the Crystal #1,Brian K. Larson (Goodreads Author),3.85,English,['Science Fiction'],276,Brian K. Larson,2013,34,88,
Dark Debt,Chicagoland Vampires #11,Chloe Neill (Goodreads Author),4.25,English,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Magic', 'Adult', 'Supernatural', 'Witches']",368,NAL Trade,2015,9440,98,6.28
"Para ti, Uma Vida Nova",,Tiago Rebelo,2.96,Portuguese,['Romance'],132,Editorial Presença,2001,123,73,
Blue Mimosa,,Parijat,4.17,English,['Fiction'],100,Orchid Books,1905,893,94,
Намедни. Наша эра. 2006-2010.,Намедни. Наша эра,Леонид Парфёнов,4.75,Russian,['Nonfiction'],240,КоЛибри,1905,8,100,
Daring Declarations,Dare Valley #4-5,Ava Miles (Goodreads Author),4.33,English,['Romance'],354,Createspace,2014,168,98,7.22
Enlightenment: The Only Revolution: Discourses on the Great Mystic Ashtavakra,,Osho,4.51,English,['Spirituality'],405,Rebel Pub. House,1997,78,96,109.52
The Cherry Pit,,Donald Harington,3.54,English,['Fiction'],461,Toby Press,2007,112,88,4.88
Mad Dogs,CHERUB #8,Robert Muchamore,4.27,English,"['Young Adult', 'Fiction', 'Action', 'Adventure', 'Espionage', 'Childrens', 'Thriller', 'Teen', 'Crime', 'Mystery']",389,Hodder & Stoughton,2007,13629,97,2.77
Keepers,Timeless #3.5,Laura Kreitzer (Goodreads Author),4.31,English,"['Fantasy', 'Romance']",75,Revolution Publishing Inc.,2012,100,100,
گزیده ی خمسه حکیم نظامی گنجوی پنج گنج از مخزن الاسرار، خسرو و شیرین، لیلی و مجنون، هفت پیکر,,"Nizami Ganjavi, محمد طریقتی (تذهیب), مهدی حمیدی شیرازی (دیباچه و گزینش), اخضر تهرانی، نبی رضی، جعفری تبار، زمانیان (خطاطان)",4.11,Persian,['Poetry'],295,انتشارات ارمغان ایران، 1370,1905,27,81,
The Spiderwick Chronicles Movie : The Movie Storybook,,Tracey West (Goodreads Author) (Screenplay),4.28,English,['Childrens'],32,Simon Spotlight,2008,205,93,5.2
Beelzebub's Tales to His Grandson: First Book,Beelzebub's Tales to His Grandson #1,G.I. Gurdjieff,4.18,English,['Philosophy'],410,Plume,1973,34,97,14.12
King of Hades,,R'Ocean (Goodreads Author),4.18,English,['Contemporary'],434,R'Ocean,2013,103,90,
Enduring,Stay More #13,Donald Harington,4.05,English,"['Fiction', 'Contemporary']",499,Toby Press,2009,128,97,8.33
Long Past Stopping: A Memoir,,Oran Canfield,3.72,English,"['Memoir', 'Nonfiction']",336,William Morrow,2009,231,91,3.6
Isambard Kingdom Brunel: a graphic biography,,"Eugene Byrne, Simon Gurr, Adam Hart-Davis (Introduction)",4.25,English,['Nonfiction'],98,brunel200,1905,12,100,
Three Adventures Of The Scarlet Pimpernel,The Scarlet Pimpernel (chronological order) #omnibus,Emmuska Orczy,3.73,English,['Historical Fiction'],672,Hodder & Stoughton,1905,26,88,3.52
Renaissance Society,,"Rolf Jensen, Mika Aaltonen",3.48,English,['Business'],194,McGraw-Hill,2013,25,76,3.97
شمس النهار,,"Tawfiq Al-Hakim, توفيق الحكيم",3.65,Arabic,['Fiction'],184,ملتزم للطبع والنشر,1905,335,87,
Бъдеще несъвършено,,"Domingo Santos, Емилия Папазова (Translator), Пепа Еремиева (Translator)",4.3,Bulgarian,['Science Fiction'],296,Книгоиздателство „Георги Бакалов“ Варна,1905,71,97,
Parmenides,Studies in Continental Thought,"Martin Heidegger, Richard Rojcewicz (Translator), Andre Schuwer (Translator)",4.48,English,['Philosophy'],192,Indiana University Press,1998,217,98,15.79
Dark Need,Darkyn #3,Lynn Viehl,4.01,English,"['Paranormal Romance', 'Vampires', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Supernatural', 'Contemporary']",283,Berkley Books,2006,3375,95,2.95
A.S. Byatt's Possession: A Reader's Guide,Continuum Contemporaries,Catherine Burgass,3.73,English,['Nonfiction'],96,Bloomsbury Academic,2002,44,91,7.12
Rusty String Quartet,,Raegan Butcher (Goodreads Author),4.24,English,['Poetry'],335,Crimethinc,2005,71,96,15.72
The Pitcher Shower,Stay More #11,Donald Harington,3.65,English,['Fiction'],202,Toby Press,2005,106,86,5.2
The Last Summer,Adams Family Saga #11,Mary Jane Staples,4.3,English,['Fiction'],320,Corgi,1997,171,94,0.84
The Price Paid for Charley,,Earl B. Pilgrim,3.83,English,['Nonfiction'],207,Flanker Press,1999,24,96,6.28
The Silent Pulpit,,Donald Allen Kirch (Goodreads Author),4.67,English,['Horror'],50,Barnes & Noble,2011,9,100,
The Amazing Jessica,Sweet Valley Kids #60,"Francine Pascal (Goodreads Author) (Creator), Molly Mia Stewart, Ying-Hwa Hu (Illustrator)",3.69,English,['Childrens'],96,Bantam,1995,68,85,24.54
Ce Que L'image Nous Ditentretiens Sur L'art Et La Science,,"E.H. Gombrich, Didier Eribon",4.3,French,['Nonfiction'],232,Arléa,1905,23,100,7.45
Bachpan Ka December / بچپن کا دسمبر,,Hashim Nadeem,4.16,Urdu,['Novels'],286,Ilm o Irfan Publishers,1905,576,91,
Infinity Key,Senyaza #2,Chrysoula Tzavelas (Goodreads Author),4.22,English,['Fantasy'],260,Candlemark & Gleam,2013,49,94,
46,,Melissa Burke (Goodreads Author),3.95,English,['Poetry'],118,"Outskirts Press, Inc",2015,19,84,11.08
Como e porque sou romancista,,José de Alencar,3.1,Portuguese,['Nonfiction'],60,Nabu Press,2010,41,71,
Hollywood Bliss - My Life So Far,,Chloë Rayban,3.96,English,['Young Adult'],288,Bloomsbury Publishing PLC,2007,109,94,0.84
Η Ελένη,,"Yiannis Ritsos, Γιάννης Ρίτσος",4.5,"Greek, Modern (1453-)",['Poetry'],48,Κέδρος,1905,14,100,
The New Puppy from the Black Lagoon,Black Lagoon Adventures #33,"Mike Thaler, Jared Lee (Illustrator)",3.74,English,['Childrens'],64,Scholastic Inc.,2019,27,89,3.12
The Secret: Discourses on Sufism,,Osho,3.78,English,['Spirituality'],734,Osho International Foundation,1980,259,83,165.03
Lady Friday,The Keys to the Kingdom #5,Garth Nix (Goodreads Author),3.92,English,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Middle Grade', 'Magic', 'Young Adult Fantasy', 'Science Fiction Fantasy', 'Teen']",320,Scholastic,2007,21001,94,3.13
"The Charnel Rose, Senlin: a Biography, and Other Poems",,Conrad Aiken,4.6,English,['Poetry'],112,BiblioLife,2008,10,90,16.76
When Angels Rest,Stay More #8,Donald Harington,3.87,English,['Fiction'],268,Toby Press,2005,119,96,5.22
A Life,,Silvia Arnie,3.32,Indonesian,['Romance'],208,Gramedia Pustaka Utama,2007,98,73,
Die Pension Grillparzer - eine Bärengeschichte,,John Irving (Goodreads Author),3.66,German,['Fiction'],95,Diogenes,1905,338,90,3.33
The Life and Exploits of the Scarlet Pimpernel,The Scarlet Pimpernel (chronological order,"John Blakeney (pseudonym ), John Montagu Orczy Barstow, Emmuska Orczy (Foreword)",3.76,English,['Historical Fiction'],306,Ives Washburn,1905,17,94,
Ducktales: The Secret City Under the Sea,,Paul S. Newman,3.68,English,"['Picture Books', 'Childrens']",23,Golden Press,1905,69,90,3.12
Gusti Noeroel: Streven Naar Geluk (Mengejar Kebahagiaan),,Ully Hermono,4.2,Indonesian,['Nonfiction'],296,Kompas,2014,64,98,
Journey to the West,Four Great Classic Novels of China,"Wu Cheng'en, W.J.F. Jenner (Translator)",4.3,English,"['Classics', 'Fiction', 'Fantasy', 'China', 'Mythology', 'Literature', 'Chinese Literature', 'Asia', 'Adventure', 'Novels']",2346,Foreign Languages Press,1905,1302,95,17.11
The Pixar Theory,,Jon Negroni (Goodreads Author),4.22,English,['Nonfiction'],104,"SlimBooks, Inc.",2015,205,95,
Mia Sets the Stage,,"Robin Farley, Olga Ivanov (Illustrations), Aleksey Ivanov (Illustrations)",3.58,English,"['Picture Books', 'Childrens']",32,HarperCollins,2013,45,82,8.76
The Great Secret: Talks on the Songs of Kabir,,Osho,4.03,English,['Philosophy'],367,Rebel Pub. House,1997,62,89,19.39
2nd Chance,Women's Murder Club #2,"James Patterson (Goodreads Author), Andrew Gross (Goodreads Author)",4.04,English,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Suspense', 'Mystery Thriller', 'Murder Mystery', 'Audiobook', 'Detective', 'Adult']",400,Grand Central Publishing,2005,95436,96,3.28
Curse of the Red Cross Ring,,Earl B. Pilgrim,4.12,English,['Fiction'],306,Flanker Press,2000,42,98,5.38
Tweestrijd,,Linda Jansma,4.01,Dutch,['Thriller'],319,Verbum Crime,1905,375,95,7.58
Jessica Plays Cupid,Sweet Valley Kids #56,"Francine Pascal (Goodreads Author), Molly Mia Stewart, Ying-Hwa Hu",3.64,English,['Childrens'],96,Sweet Valley,1995,72,83,6.91
The Beckoning Darkness,The War of the Gods #1,Nathan Preedy (Goodreads Author),3,English,['Fantasy'],435,Amazon Media EU S.à r.l.,2013,11,73,
Lege steden,De Onzichtbare Maalstroom #1,Jasper Polane (Goodreads Author),3.81,Dutch,['Fantasy'],288,Quasis Uitgevers,2014,59,90,
Leaning Into The Wind: A Memoir Of Midwest Weather,,Susan Allen Toth,3.5,English,"['Memoir', 'Nonfiction']",144,Univ Of Minnesota Press,2006,28,82,12.28
कर्नाली ब्लुज [Karnali Blues],,"Buddhisagar (Goodreads Author), बुद्धिसागर",4.16,Nepali,['Fiction'],384,FinePrint,1905,1451,93,
La Piedra Negra y otros relatos de horror sobrenatural,,Robert E. Howard,4.02,Spanish,['Horror'],272,Valdemar,1905,51,94,30
Topaz and the Green Fairies,,Pat Frayne (Goodreads Author),4.39,English,['Contemporary'],288,Createspace Independent Publishing Platform,2015,222,97,13.59
Girls Rule,,Ashley Rice (Goodreads Author),4.1,English,['Nonfiction'],64,Blue Mountain Arts,2002,283,89,2.69
Fours Crossing,Fours Crossing #1,Nancy Garden,4.25,English,['Fantasy'],197,Farrar Straus & Giroux,1981,24,100,5.58
Winnie-the-Pooh in Scots,,"A.A. Milne, James Robertson (Goodreads Author) (Translator), Ernest H. Shepard (Illustrator)",4.53,English,['Childrens'],155,Itchy Coo,1905,30,97,6.91
Proverbs for Parenting: A Topical Guide for Child Raising from the Book of Proverbs/King James Version,,Barbara Decker,4.49,English,['Parenting'],308,Lynn's Bookshelf,1989,35,97,12.59
Mirza Ghalib: Selected Lyrics and Letters,,"Mirza Asadullah Khan Ghalib, K.C. Kanda",4.3,English,['Poetry'],513,New Dawn Press(IL),2005,132,92,37.29
A Piece of Time,,Traci Harding (Goodreads Author),4.19,English,['Fantasy'],21,Voyager,2012,27,96,
In the name of Glori,Redemption #3,Maeve Christopher (Goodreads Author),4.69,English,['Romance'],251,HNI Books,2012,26,100,
Falling for Joshua,,Brian Keaney (Goodreads Author),3.52,English,['Romance'],176,Orchard Books,2001,31,81,1.79
اقبال نامه از پنج گنج حکیم نظامی,,"Nizami Ganjavi, صادق صندوقی (تشعیر), حسن جعفری‌تبار (نگارنده ی مقدمه), حسین جعفری تبار (خوشنویس نستعلیق)",4.08,Persian,['Poetry'],317,انتشارات آتلیه هنر,1905,12,92,
Witch of Rhostshyl,Silverglass #3,J.F. Rivkin,3.93,English,['Fantasy'],172,Ace,1989,59,97,6
Sun Mountain,,Richard S. Wheeler (Goodreads Author),4.33,English,['Fiction'],352,Forge,1999,12,100,5.37
सेतो धरती [Seto Dharati],,"Amar Neupane, अमर न्यौपाने",4.1,Nepali,"['Fiction', 'Novels']",380,FinePrint,1905,1154,92,
Mo,The Spotlight Tales #1,S. Pearce (Goodreads Author),4.38,English,['Fantasy'],104,Amazon Digital Services,2018,32,94,
Ou o Poema Contínuo,,Herberto Helder,4.35,Portuguese,['Poetry'],568,Assírio & Alvim,2004,71,94,
Il ladro di nebbia,,Lavinia Petti,3.59,Italian,"['Fantasy', 'Fiction']",412,Longanesi,2015,231,82,
Επιτάφιος,,"Yiannis Ritsos, Γιάννης Ρίτσος, Α. Τάσσος (Illustrator)",4.61,"Greek, Modern (1453-)",['Poetry'],87,Κέδρος,1905,176,99,
Private Demon,Darkyn #2,Lynn Viehl,3.94,English,"['Paranormal Romance', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Fantasy', 'Fiction', 'Adult', 'Contemporary', 'Supernatural']",287,Signet,2005,3650,93,2.94
Star of the Parade,Sweet Valley Kids #54,Francine Pascal (Goodreads Author),3.75,English,['Childrens'],74,Bantam Books,1994,56,88,11.76
Miss Scandalous,Shaw Family Saga #2,Nicole Dunlap (Goodreads Author),4.25,English,"['Fiction', 'Contemporary']",286,Createspace,2013,108,94,
Disney's Chip 'n Dale Rescue Rangers: The Big Cheese Caper,,Deborah Kovacs,3.84,English,['Childrens'],24,Golden Books,1991,37,84,3.12
Fame Fortune secrets,Redemption #2,Maeve Christopher (Goodreads Author),4.5,English,['Romance'],264,HNI Books,2012,32,97,
Map of Thieves,The Tununda Mysteries,Michael J. Karpovage (Goodreads Author),4.21,English,['Mystery'],432,"Karpovage Creative, Inc.",2014,58,97,22.07
Legenden om De Fyra Elementen,,Susanne Macfie,3.6,Swedish,['Fantasy'],495,Memo Förlag AB,2011,25,80,
LICIK,,"Sham Hashim, Julie Anne (Goodreads Author)",3.87,Malay,"['Fiction', 'Novels']",272,Buku Fixi,2012,500,91,
Odyssee Omnibus 1,Space Odyssey,"Arthur C. Clarke, J.B. de Mare (Translator), Jean Schalekamp (Translator)",4.33,Dutch,['Science Fiction'],511,Het Spectrum,1905,12,100,
Web of Wind,Silverglass #2,J.F. Rivkin,3.75,English,['Fantasy'],192,Ace,1987,59,92,6.51
ফেরারী,,Hassan Utpal,3.89,Bengali,['Thriller'],235,সেবা প্রকাশনী,1983,9,100,
Resistance Against Empire,,Derrick Jensen,4.26,English,['Politics'],300,PM Press,2010,58,98,9.43
How Joe the Bear and Sam the Mouse Got Together,,"Beatrice Schenk de Regniers, Brinton Turkle (Illustrator)",4.37,English,"['Childrens', 'Picture Books']",32,"Lothrop, Lee and Shepard Books",1990,63,97,86.68
Mass,Rosales Saga #5,F. Sionil José,4.04,English,['Fiction'],256,George Allen & Unwin,1984,426,91,28.52
Романи за деца,,"Erich Kästner, Ерих Кестнер, Валтер Трир (Illustrator), Владимир Мусаков (Translator)",4.65,Bulgarian,['Childrens'],478,Народна младеж,1905,135,99,
The Magic Puppets,Sweet Valley Kids #53,Francine Pascal (Goodreads Author),3.59,English,['Childrens'],80,Sweet Valley,1994,54,85,6.04
The Detox Factor,,Traci Harding (Goodreads Author),3.67,English,['Fantasy'],67,Voyager,2012,21,76,
دوری مثل آخرین طبقه یک آسمان خراش,,سابیر هاکا,3.5,Persian,['Poetry'],57,نشر نیماژ,1905,34,76,
No Man's Land: What to Do When Your Company Is Too Big to Be Small but TooSmall to Be Big,,Doug Tatum,3.92,English,['Business'],256,Portfolio Hardcover,2007,38,95,3.47
মৃত্যু চুম্বন,,Rakib Hassan,3.56,Bengali,"['Thriller', 'Mystery']",223,সেবা প্রকাশনী,1983,32,84,
Och natten viskade Annabel Lee,,Bruno K. Öijer,3.9,Swedish,['Poetry'],122,Wahlström & Widstrand,2014,177,94,
Amore mio infinito,,Aldo Nove,3.57,Italian,"['Fiction', 'Novels']",170,Einaudi,2000,169,82,
Rapture in Death,In Death #4,"J.D. Robb (Goodreads Author), Susan Ericksen (Narrator), Satu Leveelahti (Translator)",4.27,English,"['Mystery', 'Romance', 'Crime', 'Romantic Suspense', 'Fiction', 'Futuristic', 'Suspense', 'Science Fiction', 'Thriller', 'Mystery Thriller']",9,Brilliance Audio,2006,41490,98,12.47
The Secret of the Bulls,,José Raul Bernardo,3.33,English,['Fiction'],304,Simon Schuster,1997,81,74,6.01
Sangue do Assassino,O Regresso do Assassino #3,"Robin Hobb (Goodreads Author), Jorge Candeias (Goodreads Author) (Tradução)",4.4,Portuguese,['Fantasy'],372,Saída de Emergência,2011,131,99,
10 Love Poems,,"Jason Sturner (Goodreads Author), Bethany Thompson (Illustrator), Jay Sturner (Goodreads Author)",3.4,English,['Poetry'],10,Jay Sturner,1905,25,72,
Julie the Karate Kid,Sweet Valley Kids #52,Francine Pascal (Goodreads Author),3.66,English,['Childrens'],80,Sweet Valley,1994,56,84,4.08
عن القمر والطين,,صلاح جاهين,3.67,Arabic,['Poetry'],220,الهيئة المصرية العامة للكتاب,1905,259,87,
Darling It's Death,Shell Scott #6,Richard S. Prather,3.55,English,['Mystery'],156,eReads.com,2003,53,92,7.4
Soul of the Blade,Guardians of Taron #1,Brenda J. Pierson (Goodreads Author),4.4,English,['Fantasy'],427,Incandescent Phoenix Books,2014,15,100,
3rd Degree,Women's Murder Club #3,"James Patterson (Goodreads Author), Andrew Gross (Goodreads Author)",4.02,English,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Suspense', 'Mystery Thriller', 'Murder Mystery', 'Audiobook', 'Detective', 'Adult']",339,Grand Central Publishing,2005,77528,96,
Crave,Fallen Angels #2,J.R. Ward (Goodreads Author),4.09,English,"['Paranormal', 'Paranormal Romance', 'Romance', 'Angels', 'Fantasy', 'Urban Fantasy', 'Demons', 'Adult', 'Fiction', 'Supernatural']",454,Signet,2010,28347,95,3.41
Elizabeth the Tattletale,Sweet Valley Kids #47,"Francine Pascal (Goodreads Author), Molly Mia Stewart",3.75,English,['Childrens'],74,Turtleback Books,1994,52,87,
Points for a Compass Rose,,Evan S. Connell,4.35,English,['Poetry'],240,North Point Press,1985,49,96,5.2
La fábrica Creator,Los portales de Éldonon #1,Patricia García-Rojo (Goodreads Author),4.14,Spanish,['Young Adult'],328,Berenice,1905,59,100,7.87
Le sang du monde : Le voyage de Théo,Le Voyage de Théo #2,Catherine Clément,3.26,English,['Fiction'],350,Seuil,2011,69,75,4.02
Βιολέτες για μια εποχή,,"Tasos Livaditis, Τάσος Λειβαδίτης",4.58,"Greek, Modern (1453-)",['Poetry'],143,Κέδρος,1905,103,99,
The Misadventures of Ka-Ron the Knight,The Nown World Chronicles #1,Donald Allen Kirch (Goodreads Author),4.08,English,['Fantasy'],508,Carnal Desires Publishing,2010,37,92,
Carrington-katastrofen,Den 4. Parallell #2,Kjetil Johnsen,3.96,Norwegian,['Science Fiction'],302,Gyldendal,1905,75,96,
Stresshead,,Allayne L. Webster (Goodreads Author),3.44,English,['Young Adult'],213,Omnibus Books,2011,75,85,
Lila's April Fool,Sweet Valley Kids #48,Francine Pascal (Goodreads Author),3.54,English,['Childrens'],80,Sweet Valley,1994,81,83,13.85
The Tiger's Fang: Graphic Novel,,Paul Twitchell,4.1,English,['Spirituality'],140,Eckankar,2004,178,87,17
Cevapsız Ağrı,,Umay Umay,3.87,Turkish,['Poetry'],104,Altıkırkbeş Basın Yayın,2013,122,92,
